,artist_name,track_name,track_id,popularity,artist_id,artists_id,artists_names,year,genre
0,TV Girl,Not Allowed,0jA4h2SD50Oak4C3Vn905a,84,0Y6dVaC9DZtPNH4591M42W,['0Y6dVaC9DZtPNH4591M42W'],['TV Girl'],2016,pop
1,Childish Gambino,Redbone,0wXuerDYiBnERgIpbb3JBR,86,73sIBHcqh3Z3NyqHKZ7FOL,['73sIBHcqh3Z3NyqHKZ7FOL'],['Childish Gambino'],2016,pop
2,The Lumineers,Ophelia,3d8y0t70g7hw2FOWl9Z4Fm,79,16oZKvXb6WkQlVAjwo2Wbg,['16oZKvXb6WkQlVAjwo2Wbg'],['The Lumineers'],2016,pop
3,James Arthur,Say You Won't Let Go,5uCax9HTNlzGybIStD3vDh,88,4IWBUUAFIplrNtaOHcJPRM,['4IWBUUAFIplrNtaOHcJPRM'],['James Arthur'],2016,pop
4,The Weeknd,Die For You,2Ch7LmS7r2Gy2kc64wv3Bz,85,1Xyo4u8uXC1ZmMpatF05PJ,['1Xyo4u8uXC1ZmMpatF05PJ'],['The Weeknd'],2016,pop
5,The Weeknd,Starboy,7MXVkk9YMctZqd1Srtv4MB,87,1Xyo4u8uXC1ZmMpatF05PJ,"['1Xyo4u8uXC1ZmMpatF05PJ', '4tZwfgrHOc3mvqYlEYSvVi']","['The Weeknd', 'Daft Punk']",2016,pop
6,Ricky Montgomery,Mr Loverman,2IVsRhKrx8hlQBOWy4qebo,83,0ZUvK7zGdXLd78mQr3t1Tw,['0ZUvK7zGdXLd78mQr3t1Tw'],['Ricky Montgomery'],2016,pop
7,The Chainsmokers,Closer,7BKLCZ1jbUBVqRi2FVlTVw,88,69GGBxA162lTqCwzJG5jLp,"['69GGBxA162lTqCwzJG5jLp', '26VFTg2z8YR0cCuwLzESi2']","['The Chainsmokers', 'Halsey']",2016,pop
8,Bruno Mars,That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,86,0du5cEVh5yTK9QJze8zA0C,['0du5cEVh5yTK9QJze8zA0C'],['Bruno Mars'],2016,pop
9,Rihanna,Needed Me,4pAl7FkDMNBsjykPXo91B3,83,5pKCCKE2ajJHZ9KAiaK11H,['5pKCCKE2ajJHZ9KAiaK11H'],['Rihanna'],2016,pop
10,Drake,One Dance,1zi7xx7UVEFkmKfv06H8x0,88,3TVXtAsR1Inumwj472S9r4,"['3TVXtAsR1Inumwj472S9r4', '3tVQdUvClmAT7URs9V3rsp', '77DAFfvm3O9zT5dIoG0eIO']","['Drake', 'WizKid', 'Kyla']",2016,pop
11,Frank Ocean,Nights,7eqoqGkKwgOaWNNHx90uEZ,83,2h93pZq0e7k5yf4dywlkpM,['2h93pZq0e7k5yf4dywlkpM'],['Frank Ocean'],2016,pop
12,Frank Ocean,Ivy,2ZWlPOoWh0626oTaHrnl2a,82,2h93pZq0e7k5yf4dywlkpM,['2h93pZq0e7k5yf4dywlkpM'],['Frank Ocean'],2016,pop
13,Frank Ocean,Pink + White,3xKsf9qdS1CyvXSMEid6g8,83,2h93pZq0e7k5yf4dywlkpM,['2h93pZq0e7k5yf4dywlkpM'],['Frank Ocean'],2016,pop
14,Ricky Montgomery,Line Without a Hook,5NvOZCjZaGGGL597exlQWv,85,0ZUvK7zGdXLd78mQr3t1Tw,['0ZUvK7zGdXLd78mQr3t1Tw'],['Ricky Montgomery'],2016,pop
15,Rihanna,Love On The Brain,5oO3drDxtziYU2H1X23ZIp,85,5pKCCKE2ajJHZ9KAiaK11H,['5pKCCKE2ajJHZ9KAiaK11H'],['Rihanna'],2016,pop
16,James Arthur,Train Wreck,55Am8neGJkdj2ADaM3aw5H,84,4IWBUUAFIplrNtaOHcJPRM,['4IWBUUAFIplrNtaOHcJPRM'],['James Arthur'],2016,pop
17,Eric Bellinger,G.O.A.T.,0hUepWE4GoMwtKgU8vE617,78,7ibAWtDtmEfaVhc1FJ3Vl9,"['7ibAWtDtmEfaVhc1FJ3Vl9', '0uT3QSrGqBESB5s0XMa3WK']","['Eric Bellinger', 'Aroc!']",2016,pop
18,TV Girl,Cigarettes out the Window,5GKekzF1YcR2DQd9c3DI8y,80,0Y6dVaC9DZtPNH4591M42W,['0Y6dVaC9DZtPNH4591M42W'],['TV Girl'],2016,pop
19,Bruno Mars,24K Magic,6b8Be6ljOzmkOmFslEb23P,82,0du5cEVh5yTK9QJze8zA0C,['0du5cEVh5yTK9QJze8zA0C'],['Bruno Mars'],2016,pop
20,Daniel Caesar,Japanese Denim,1boXOL0ua7N2iCOUVI1p9F,80,20wkVLutqVOYrc0kxFs7rA,['20wkVLutqVOYrc0kxFs7rA'],['Daniel Caesar'],2016,pop
21,Lukas Graham,7 Years,5kqIPrATaCc2LqxVWzQGbk,83,25u4wHJWxCA9vO0CzxAbK7,['25u4wHJWxCA9vO0CzxAbK7'],['Lukas Graham'],2016,pop
22,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",1WkMMavIMc4JZ8cfMmxHkI,76,31TPClRtHm23RisEBtV3X7,['31TPClRtHm23RisEBtV3X7'],['Justin Timberlake'],2016,pop
24,Cuco,Lover Is a Day,76tGvMdmFKuiMew33ZNNA9,77,2Tglaf8nvDzwSQnpSrjLHP,['2Tglaf8nvDzwSQnpSrjLHP'],['Cuco'],2016,pop
25,Glass Animals,The Other Side Of Paradise,0rRjGruFonCGOt0S5zAJNQ,79,4yvcSjfu4PC0CYQyLy4wSq,['4yvcSjfu4PC0CYQyLy4wSq'],['Glass Animals'],2016,pop
26,DNCE,Cake By The Ocean,76hfruVvmfQbw0eYn1nmeC,84,6T5tfhQCknKG4UnH90qGnz,['6T5tfhQCknKG4UnH90qGnz'],['DNCE'],2016,pop
27,The Lumineers,Sleep On The Floor,5MMZJtHOiH1RmQSSe3DJdg,74,16oZKvXb6WkQlVAjwo2Wbg,['16oZKvXb6WkQlVAjwo2Wbg'],['The Lumineers'],2016,pop
28,Hailee Steinfeld,Starving,4Ce37cRWvM1vIGGynKcs22,81,5p7f24Rk5HkUZsaS3BLG5F,"['5p7f24Rk5HkUZsaS3BLG5F', '4lDBihdpMlOalxy1jkUbPl', '2qxJFvFYMEDqd7ui6kSAcq']","['Hailee Steinfeld', 'Grey', 'Zedd']",2016,pop
29,Rachel Platten,Fight Song,37f4ITSlgPX81ad2EvmVQr,81,3QLIkT4rD2FMusaqmkepbq,['3QLIkT4rD2FMusaqmkepbq'],['Rachel Platten'],2016,pop
30,Rae Sremmurd,Swang,6mapJIPnQ23RTAevUoE0DL,80,7iZtZyCzp3LItcw1wtPI3D,['7iZtZyCzp3LItcw1wtPI3D'],['Rae Sremmurd'],2016,pop
31,Childish Gambino,Me and Your Mama,31tf1qEai5o5f4r66Kd0pU,77,73sIBHcqh3Z3NyqHKZ7FOL,['73sIBHcqh3Z3NyqHKZ7FOL'],['Childish Gambino'],2016,pop
32,Mitski,I Bet on Losing Dogs,2Co0IjcLTSHMtodwD4gzfg,79,2uYWxilOVlUdk4oV9DvwqK,['2uYWxilOVlUdk4oV9DvwqK'],['Mitski'],2016,pop
33,The Lumineers,Cleopatra,2ToW7zhGCrVrLU4fiKj9U1,73,16oZKvXb6WkQlVAjwo2Wbg,['16oZKvXb6WkQlVAjwo2Wbg'],['The Lumineers'],2016,pop
34,PARTYNEXTDOOR,Come and See Me (feat. Drake),1wZqJM5FGDEl3FjHDxDyQd,77,2HPaUgqeutzr3jx5a9WyDV,"['2HPaUgqeutzr3jx5a9WyDV', '3TVXtAsR1Inumwj472S9r4']","['PARTYNEXTDOOR', 'Drake']",2016,pop
35,The Weeknd,I Feel It Coming,3dhjNA0jGA8vHBQ1VdD6vV,82,1Xyo4u8uXC1ZmMpatF05PJ,"['1Xyo4u8uXC1ZmMpatF05PJ', '4tZwfgrHOc3mvqYlEYSvVi']","['The Weeknd', 'Daft Punk']",2016,pop
36,Rex Orange County,Corduroy Dreams,02tvc9CFnTyHuSRlGeNv9w,77,7pbDxGE6nQSZVfiFdq9lOL,['7pbDxGE6nQSZVfiFdq9lOL'],['Rex Orange County'],2016,pop
37,Garrett Nash,"i hate u, i love u (feat. olivia o'brien)",7vRriwrloYVaoAe3a9wJHe,82,3iri9nBFs9e4wN7PLIetAw,"['3iri9nBFs9e4wN7PLIetAw', '1QRj3hoop9Mv5VvHQkwPEp']","['Garrett Nash', ""Olivia O'Brien""]",2016,pop
38,KYLE,iSpy (feat. Lil Yachty),2EEeOnHehOozLq4aS0n6SL,76,4qBgvVog0wzW75IQ48mU7v,"['4qBgvVog0wzW75IQ48mU7v', '6icQOAFXDZKsumw3YXyusw']","['KYLE', 'Lil Yachty']",2016,pop
39,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),37FXw5QGFN7uwwsLy8uAc0,73,6VuMaDnrHyPL1p4EHjYLi7,"['6VuMaDnrHyPL1p4EHjYLi7', '0C8ZW7ezQVs4URX5aX7Kqx']","['Charlie Puth', 'Selena Gomez']",2016,pop
40,ZAYN,PILLOWTALK,0PDUDa38GO8lMxLCRc4lL1,82,5ZsFI1h6hIdQRw2ti0hz81,['5ZsFI1h6hIdQRw2ti0hz81'],['ZAYN'],2016,pop
41,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,1MtUq6Wp1eQ8PC6BbPCj8P,75,2KsP6tYLJlTBvSUxnwlVWa,"['2KsP6tYLJlTBvSUxnwlVWa', '5iNrZmtVMtYev5M9yoWpEq']","['Mike Posner', 'Seeb']",2016,pop
42,Frank Ocean,Self Control,5GUYJTQap5F3RDQiCOJhrS,78,2h93pZq0e7k5yf4dywlkpM,['2h93pZq0e7k5yf4dywlkpM'],['Frank Ocean'],2016,pop
43,Calvin Harris,This Is What You Came For (feat. Rihanna),0azC730Exh71aQlOt9Zj3y,83,7CajNmpbOovFoOoasH2HaY,"['7CajNmpbOovFoOoasH2HaY', '5pKCCKE2ajJHZ9KAiaK11H']","['Calvin Harris', 'Rihanna']",2016,pop
44,Drake,Feel No Ways,3cjF2OFRmip8spwZYQRKxP,77,3TVXtAsR1Inumwj472S9r4,['3TVXtAsR1Inumwj472S9r4'],['Drake'],2016,pop
45,Ariana Grande,Into You,63y6xWR4gXz7bnUGOk8iI6,72,66CXWjxzNUsdJxJ2JdwvnR,['66CXWjxzNUsdJxJ2JdwvnR'],['Ariana Grande'],2016,pop
46,The Chainsmokers,Don't Let Me Down,1i1fxkWeaMmKEB4T7zqbzK,83,69GGBxA162lTqCwzJG5jLp,"['69GGBxA162lTqCwzJG5jLp', '6Dd3NScHWwnW6obMFbl1BH']","['The Chainsmokers', 'Daya']",2016,pop
47,Tory Lanez,Say It,2Gyc6e2cLxA5hoX1NOvYnU,78,2jku7tDXc6XoB6MO2hFuqg,['2jku7tDXc6XoB6MO2hFuqg'],['Tory Lanez'],2016,pop
48,Future,Low Life (feat. The Weeknd),7EiZI6JVHllARrX9PUvAdX,78,1RyvyyTE3xzB2ZywiAwp0i,"['1RyvyyTE3xzB2ZywiAwp0i', '1Xyo4u8uXC1ZmMpatF05PJ']","['Future', 'The Weeknd']",2016,pop
49,Jon Bellion,All Time Low,0SuLAslEMFZAXf0SwY7syi,73,50JJSqHUf2RQ9xsHs0KMHg,['50JJSqHUf2RQ9xsHs0KMHg'],['Jon Bellion'],2016,pop
50,Rihanna,Consideration,6t90Z9XkdsHD8xMxro6KRP,72,5pKCCKE2ajJHZ9KAiaK11H,"['5pKCCKE2ajJHZ9KAiaK11H', '7tYKF4w9nC0nq9CsPZTHyP']","['Rihanna', 'SZA']",2016,dance pop
51,Noah Cyrus,Make Me (Cry),2BrzlUj1u1CtvaJDGIKpsP,72,55fhWPvDiMpLnE4ZzNXZyW,"['55fhWPvDiMpLnE4ZzNXZyW', '2feDdbD5araYcm6JhFHHw7']","['Noah Cyrus', 'Labrinth']",2016,dance pop
52,Fifth Harmony,That's My Girl,2ACOWPLUe4A4KuQ5ioD2od,74,1l8Fu6IkuTP0U5QetQJ5Xt,['1l8Fu6IkuTP0U5QetQJ5Xt'],['Fifth Harmony'],2016,dance pop
53,cupcakKe,Deepthroat,5cXtT63OTadsjqfRkm5Dwd,68,76SlrtEaq2oViRXulxjfuM,['76SlrtEaq2oViRXulxjfuM'],['cupcakKe'],2016,dance pop
54,OneRepublic,Wherever I Go,7kftK4n15rl1wbpfjSq2Tk,68,5Pwc4xIPtQLFEnJriah9YJ,['5Pwc4xIPtQLFEnJriah9YJ'],['OneRepublic'],2016,dance pop
55,Tori Kelly,I Was Made For Loving You,1Xwh83YOFQARZ3QXscP123,65,1vSN1fsvrzpbttOYGsliDr,"['1vSN1fsvrzpbttOYGsliDr', '6eUKZXaKkcviH0Ku9w2n3V']","['Tori Kelly', 'Ed Sheeran']",2016,dance pop
56,P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",7K5dzhGda2vRTaAWYI3hrb,72,1KCSPY1glIKqW2TotWuXOR,['1KCSPY1glIKqW2TotWuXOR'],['P!nk'],2016,dance pop
57,Hailee Steinfeld,You're Such A,3QTDzwSkRW04FVPo6COm0H,68,5p7f24Rk5HkUZsaS3BLG5F,['5p7f24Rk5HkUZsaS3BLG5F'],['Hailee Steinfeld'],2016,dance pop
58,Lizzo,Good as Hell (feat. Ariana Grande) - Remix,07Oz5StQ7GRoygNLaXs2pd,72,56oDRnqbIiwx4mymNEv7dS,"['56oDRnqbIiwx4mymNEv7dS', '66CXWjxzNUsdJxJ2JdwvnR']","['Lizzo', 'Ariana Grande']",2016,dance pop
59,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners),1A8j067qyiNwQnZT0bzUpZ,80,7keGfmQR4X5w0two1xKZ7d,"['7keGfmQR4X5w0two1xKZ7d', '726MxZBpkxnnoKl6aN7mmj']","['Kungs', ""Cookin' On 3 Burners""]",2016,dance pop
60,Calvin Harris,My Way,1vvNmPOiUuyCbgWmtc6yfm,78,7CajNmpbOovFoOoasH2HaY,['7CajNmpbOovFoOoasH2HaY'],['Calvin Harris'],2016,dance pop
61,Macklemore & Ryan Lewis,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",5pfJsMwoRYKampPay8amX0,70,5BcAKTbp20cv7tC5VqPFoC,"['5BcAKTbp20cv7tC5VqPFoC', '3JhNCzhSMTxs9WLGJJxWOY', '4myTppRgh0rojLxx8RycOp', '0AWhixY9hX7LEPyPMjh4O0', '6QeZTS8BrU3r2TYJdA68j9', '2RE8NwNxsOyuNZDD0jRxHP', '3NoeRIxHApi6qe4yan2Vnn']","['Macklemore & Ryan Lewis', 'Macklemore', 'Ryan Lewis', 'Grandmaster Melle Mel', 'Grandmaster Caz', 'Kool Moe Dee', 'Eric Nally']",2016,dance pop
62,Ariana Grande,Greedy,1FFUXkoWIc9of8yOscGiaC,63,66CXWjxzNUsdJxJ2JdwvnR,['66CXWjxzNUsdJxJ2JdwvnR'],['Ariana Grande'],2016,dance pop
63,Rihanna,"Yeah, I Said It",7eDYNlBwRMeFOZHOZ95dZ1,70,5pKCCKE2ajJHZ9KAiaK11H,['5pKCCKE2ajJHZ9KAiaK11H'],['Rihanna'],2016,dance pop
64,ZAYN,fOoL fOr YoU,6lvsJDZ7336YmpBzcNGhbe,73,5ZsFI1h6hIdQRw2ti0hz81,['5ZsFI1h6hIdQRw2ti0hz81'],['ZAYN'],2016,dance pop
65,Sabrina Carpenter,Thumbs,6WC5fhc9XMaCrUNKNjm9xE,72,74KM79TiuVKeVCqs8QtB0B,['74KM79TiuVKeVCqs8QtB0B'],['Sabrina Carpenter'],2016,dance pop
66,Ariana Grande,Everyday,4RJTTrZqPFWaWACVXHkvjw,63,66CXWjxzNUsdJxJ2JdwvnR,"['66CXWjxzNUsdJxJ2JdwvnR', '1RyvyyTE3xzB2ZywiAwp0i']","['Ariana Grande', 'Future']",2016,dance pop
67,Rachel Platten,Stand By You,3kSXn1osC89W8JcPLozTzs,69,3QLIkT4rD2FMusaqmkepbq,['3QLIkT4rD2FMusaqmkepbq'],['Rachel Platten'],2016,dance pop
68,Nicki Minaj,Black Barbies,3y9cCbnBn0zjkJa2YkOj70,70,0hCNtLu0JehylgoiP8L4Gh,"['0hCNtLu0JehylgoiP8L4Gh', '0NWbwDZY1VkRqFafuQm6wk']","['Nicki Minaj', 'Mike WiLL Made-It']",2016,dance pop
69,Bruno Mars,Perm,1I6pKIyaBp4OebTGLJpCCC,68,0du5cEVh5yTK9QJze8zA0C,['0du5cEVh5yTK9QJze8zA0C'],['Bruno Mars'],2016,dance pop
70,Beyoncé,All Night,7oAuqs6akGnPU3Tb00ZmyM,68,6vWDO969PvNqNYHIOW5v0m,['6vWDO969PvNqNYHIOW5v0m'],['Beyoncé'],2016,dance pop
71,Kiiara,Gold,6ZSO7kPn8IMJFymyticbJO,68,4u5smJBskI6Adzv08PuiUP,['4u5smJBskI6Adzv08PuiUP'],['Kiiara'],2016,dance pop
72,Rihanna,Same Ol’ Mistakes,6RtzmszGXs32TRhv5zTKNM,67,5pKCCKE2ajJHZ9KAiaK11H,['5pKCCKE2ajJHZ9KAiaK11H'],['Rihanna'],2016,dance pop
73,DNCE,Toothbrush,7ciLq0Cip0yxiz6KANrOUq,70,6T5tfhQCknKG4UnH90qGnz,['6T5tfhQCknKG4UnH90qGnz'],['DNCE'],2016,dance pop
74,Solange,Cranes in the Sky,48EjSdYh8wz2gBxxqzrsLe,68,2auiVi8sUZo17dLy1HwrTU,['2auiVi8sUZo17dLy1HwrTU'],['Solange'],2016,dance pop
75,Kygo,Firestone,1I8tHoNBFTuoJAlh4hfVVE,80,23fqKkggKUBHNkbKtXEls4,"['23fqKkggKUBHNkbKtXEls4', '1rw8ZTLnDHd74TWDDukjVi']","['Kygo', 'Conrad Sewell']",2016,dance pop
76,Ricky Martin,Vente Pa' Ca (feat. Maluma),7DM4BPaS7uofFul3ywMe46,77,7slfeZO9LsJbWgpkIoXBUJ,"['7slfeZO9LsJbWgpkIoXBUJ', '1r4hJ1h58CWwUQe3MxPuau']","['Ricky Martin', 'Maluma']",2016,dance pop
77,The Chainsmokers,All We Know,2rizacJSyD9S1IQUxUxnsK,74,69GGBxA162lTqCwzJG5jLp,"['69GGBxA162lTqCwzJG5jLp', '4N874uPqBka1QiCvnCVOtr']","['The Chainsmokers', 'Phoebe Ryan']",2016,dance pop
78,Beyoncé,6 Inch (feat. The Weeknd),0pxNyJJiL2zZZ5GgJ4JhsQ,67,6vWDO969PvNqNYHIOW5v0m,"['6vWDO969PvNqNYHIOW5v0m', '1Xyo4u8uXC1ZmMpatF05PJ']","['Beyoncé', 'The Weeknd']",2016,dance pop
79,Ariana Grande,Be Alright,1MkFj1ThZZxjYMNkczx9mk,65,66CXWjxzNUsdJxJ2JdwvnR,['66CXWjxzNUsdJxJ2JdwvnR'],['Ariana Grande'],2016,dance pop
80,Cash Cash,Take Me Home (feat. Bebe Rexha),2zMXH5k5NZy1Nw460bLvRh,62,1LOB7jTeEV14pHai6EXSzF,"['1LOB7jTeEV14pHai6EXSzF', '64M6ah0SkkRsnPGtGiRAbb']","['Cash Cash', 'Bebe Rexha']",2016,dance pop
81,Jennifer Lopez,Ain't Your Mama,2hgzdQdnfWwtdpZbhZlV72,76,2DlGxzQSjYe5N6G9nkYghR,['2DlGxzQSjYe5N6G9nkYghR'],['Jennifer Lopez'],2016,dance pop
82,Lizzo,Good as Hell,3Yh9lZcWyKrK9GjbhuS0hR,68,56oDRnqbIiwx4mymNEv7dS,['56oDRnqbIiwx4mymNEv7dS'],['Lizzo'],2016,dance pop
83,Vicetone,Nevada,02shCNmb6IvgB5jLqKjtkK,77,0daugAjUgbJSqdlyYNwIbT,"['0daugAjUgbJSqdlyYNwIbT', '5wMfct6VVvaVQ8xGCXxIUa']","['Vicetone', 'Cozi Zuehlsdorff']",2016,dance pop
84,Charlie Puth,Marvin Gaye (feat. Meghan Trainor),7rl1z4j7MurMDnn9rHh4M2,61,6VuMaDnrHyPL1p4EHjYLi7,"['6VuMaDnrHyPL1p4EHjYLi7', '6JL8zeS1NmiOftqZTRgdTz']","['Charlie Puth', 'Meghan Trainor']",2016,dance pop
85,Bruno Mars,Too Good to Say Goodbye,0B0tYbVp7pDQAqKDhgMeaL,69,0du5cEVh5yTK9QJze8zA0C,['0du5cEVh5yTK9QJze8zA0C'],['Bruno Mars'],2016,dance pop
86,Justin Timberlake,CAN'T STOP THE FEELING! - Film Version,4sQmCQUZcnBPaVm4dEUKv7,67,31TPClRtHm23RisEBtV3X7,"['31TPClRtHm23RisEBtV3X7', '6xfqnpe2HnLVUaYXs2F8YS', '4yiQZ8tQPux8cPriYMWUFP', '5E17eRqSfn08FsmvNCds0P', '2GEW6nJjHKAFyqnsE3TdWx', '5auLWD3XT6p3im19G2cLhP', '0XF3yeiKSQF2zl5H05jfME', '6aIcl5XVRwk32v6hc7lDyV', '32Y2h6dku6Q2wNpZjj0bHj', '4po5m4plDQk01gLzTcCMfA']","['Justin Timberlake', 'Anna Kendrick', 'Gwen Stefani', 'James Corden', 'Zooey Deschanel', 'Ron Funches', 'Caroline Hjelt', 'Aino Jawo', 'Christopher Mintz-Plasse', 'Kunal Nayyar']",2016,dance pop
87,Hailee Steinfeld,Rock Bottom,2qxaR31Te4xDR2yO6LqM8z,68,5p7f24Rk5HkUZsaS3BLG5F,"['5p7f24Rk5HkUZsaS3BLG5F', '6T5tfhQCknKG4UnH90qGnz']","['Hailee Steinfeld', 'DNCE']",2016,dance pop
88,Bruno Mars,Straight up & Down,2mrZYZGmPFV3QOyYPZ1zsn,68,0du5cEVh5yTK9QJze8zA0C,['0du5cEVh5yTK9QJze8zA0C'],['Bruno Mars'],2016,dance pop
89,Kygo,Stole the Show,5masKPHeAOVNgxdLebIcK7,78,23fqKkggKUBHNkbKtXEls4,"['23fqKkggKUBHNkbKtXEls4', '48sLioddyaXkuhyHXSkpsB']","['Kygo', 'Parson James']",2016,dance pop
90,Bruno Mars,Calling All My Lovelies,6ObpR8ek44tvWefQRcSo8K,67,0du5cEVh5yTK9QJze8zA0C,['0du5cEVh5yTK9QJze8zA0C'],['Bruno Mars'],2016,dance pop
91,Dua Lipa,Blow Your Mind (Mwah),7kJlTKjNZVT26iwiDUVhRm,72,6M2wZ9GZgrQXHCFfjv46we,['6M2wZ9GZgrQXHCFfjv46we'],['Dua Lipa'],2016,dance pop
92,Charli XCX,Vroom Vroom,5hyq3LBlCfjRQAFkdQwe8o,67,25uiPmTg16RbhZWAqwLBy5,['25uiPmTg16RbhZWAqwLBy5'],['Charli XCX'],2016,dance pop
93,Beyoncé,Daddy Lessons,71OvX5NNLrmz7rpq1ANTQn,67,6vWDO969PvNqNYHIOW5v0m,['6vWDO969PvNqNYHIOW5v0m'],['Beyoncé'],2016,dance pop
94,Gavin DeGraw,She Sets The City On Fire,1V2K6ftpUhL9sLEoceuzoY,63,5DYAABs8rkY9VhwtENoQCz,['5DYAABs8rkY9VhwtENoQCz'],['Gavin DeGraw'],2016,dance pop
95,DJ Khaled,"Do You Mind (feat. Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross)",4VJ7mnW4wjjIgPBM6KWvPu,61,0QHgL1lAIqAw0HtD7YldmP,"['0QHgL1lAIqAw0HtD7YldmP', '0hCNtLu0JehylgoiP8L4Gh', '7bXgB6jMjp9ATFy66eO08Z', '19Fi1Rj7kk8kyiwxpXy3yM', '3KV3p5EY4AvKxOlhGHORLg', '1RyvyyTE3xzB2ZywiAwp0i', '1sBkRIssrMs1AbVkOJbc7a']","['DJ Khaled', 'Nicki Minaj', 'Chris Brown', 'August Alsina', 'Jeremih', 'Future', 'Rick Ross']",2016,dance pop
96,Mike Perry,The Ocean (feat. Shy Martin),2CPqh63wRVscbceKcPxwvv,74,6lB8vOoI4DRrrVxXwuV19c,"['6lB8vOoI4DRrrVxXwuV19c', '7eCmccnRwPmRnWPw61x6jM']","['Mike Perry', 'SHY Martin']",2016,dance pop
97,Astrid S,Hurts So Good,46ydq5g3k17iLJs3qMDvO6,74,3AVfmawzu83sp94QW7CEGm,['3AVfmawzu83sp94QW7CEGm'],['Astrid S'],2016,dance pop
98,Ariana Grande,Moonlight,2ZHH9aoZjrqtFk1SX1dXy7,59,66CXWjxzNUsdJxJ2JdwvnR,['66CXWjxzNUsdJxJ2JdwvnR'],['Ariana Grande'],2016,dance pop
99,Beyoncé,Freedom (feat. Kendrick Lamar),7aBxcRw77817BrkdPChAGY,66,6vWDO969PvNqNYHIOW5v0m,"['6vWDO969PvNqNYHIOW5v0m', '2YZyLoL8N0Wb9xBt1NhZWg']","['Beyoncé', 'Kendrick Lamar']",2016,dance pop
100,Mac Miller,Donald Trump,5oMkgWZqmKjaJHrsXcsZZy,73,4LLpKhyESsyAXpc4laK94U,['4LLpKhyESsyAXpc4laK94U'],['Mac Miller'],2016,rap
101,Gucci Mane,Both (feat. Drake),5tFep7dXGd7vEJ668wTPux,73,13y7CgLHjMVRMDqxdx0Xdo,"['13y7CgLHjMVRMDqxdx0Xdo', '3TVXtAsR1Inumwj472S9r4']","['Gucci Mane', 'Drake']",2016,rap
102,Brent Faiyaz,Poison,5NijSs5dAwaIybq1GaRTIe,73,3tlXnStJ1fFhdScmQeLpuG,['3tlXnStJ1fFhdScmQeLpuG'],['Brent Faiyaz'],2016,rap
103,Lil Uzi Vert,Ps & Qs,1gGsNNUfvVMOv4llVMg8Vg,71,4O15NlyKLIASxsJ0PrXPfz,['4O15NlyKLIASxsJ0PrXPfz'],['Lil Uzi Vert'],2016,rap
105,J. Cole,Deja Vu,6I6NX6tjGsxFAsIfGzY9lJ,75,6l3HvQ5sa6mXTsMTB19rO5,['6l3HvQ5sa6mXTsMTB19rO5'],['J. Cole'],2016,rap
106,Lil Uzi Vert,Do What I Want,4IWGnyOHDrVZEtPWfs4s7q,71,4O15NlyKLIASxsJ0PrXPfz,['4O15NlyKLIASxsJ0PrXPfz'],['Lil Uzi Vert'],2016,rap
107,Rihanna,Work,72TFWvU3wUYdUuxejTTIzt,80,5pKCCKE2ajJHZ9KAiaK11H,"['5pKCCKE2ajJHZ9KAiaK11H', '3TVXtAsR1Inumwj472S9r4']","['Rihanna', 'Drake']",2016,rap
108,DJ Snake,Let Me Love You,0lYBSQXN6rCTvUZvg9S0lU,85,540vIaP2JwjQb9dm3aArA4,"['540vIaP2JwjQb9dm3aArA4', '1uNFoZAHBGtllmzznpCI3s']","['DJ Snake', 'Justin Bieber']",2016,rap
110,Kanye West,Wolves,432hUIl3ISDeytYW5XBQ5h,74,5K4W6rqBFWDnAN6FQUkS6x,['5K4W6rqBFWDnAN6FQUkS6x'],['Kanye West'],2016,rap
111,Young Thug,pick up the phone,20dP2DaMHIAmwWAbp7peSr,74,50co4Is1HCEo8bhOyUWKpn,"['50co4Is1HCEo8bhOyUWKpn', '0Y5tJX1MQlPlqiwlOH1tJY']","['Young Thug', 'Travis Scott']",2016,rap
112,Rihanna,Sex With Me,7BiELrM90hRxpozaIXbsLw,76,5pKCCKE2ajJHZ9KAiaK11H,['5pKCCKE2ajJHZ9KAiaK11H'],['Rihanna'],2016,rap
113,Rihanna,Desperado,4mCf3vQf7z0Yseo0RxAi3V,77,5pKCCKE2ajJHZ9KAiaK11H,['5pKCCKE2ajJHZ9KAiaK11H'],['Rihanna'],2016,rap
114,Mustard,Want Her,4zrwPfq5ENLzjq41Txs2HR,72,0YinUQ50QDB7ZxSCLyQ40k,"['0YinUQ50QDB7ZxSCLyQ40k', '0VRj0yCOv2FXJNP47XQnx5', '0A0FS04o6zMoto8OKPsDwY']","['Mustard', 'Quavo', 'YG']",2016,rap
