,artist_name,track_name,track_id,popularity,artist_id,artists_id,artists_names,year,genre
2168,Celso Piña,Como El Viento,4rTt8juB2T0lpMjjSKF6fZ,45,6PmfbeAL7jAauFPNyQ5UPi,['6PmfbeAL7jAauFPNyQ5UPi'],['Celso Piña'],2017,rock en espanol
2169,Nonpalidece,Keep The Fyah Burning,1Rp41EZvGAym6wLzj7QgRY,52,0W1EfnztQTHuv03MuMzWPe,"['0W1EfnztQTHuv03MuMzWPe', '63qBcGs26phTxIJUhgOWB8', '5utMO0rlmzSsVIEIQEm9Tl']","['Nonpalidece', 'Brinsley Forde', 'Flabba Holt']",2017,rock en espanol
2170,Bunbury,Cuna de Caín,2f1kzkuf7C5nMAhTV66sjQ,50,4uqzzJg3ww5eH7IgGV7DMT,['4uqzzJg3ww5eH7IgGV7DMT'],['Bunbury'],2017,rock en espanol
2171,Celso Piña,Cumbia Indígena,6CeQK5jThJhjrjiDBPpZQt,42,6PmfbeAL7jAauFPNyQ5UPi,['6PmfbeAL7jAauFPNyQ5UPi'],['Celso Piña'],2017,rock en espanol
2172,Ricardo Arjona,Dime Tú,4RVYQqIvgu1OeDBo2rBpfo,47,0h1zs4CTlU9D2QtgPxptUD,['0h1zs4CTlU9D2QtgPxptUD'],['Ricardo Arjona'],2017,rock en espanol
2173,Fito Paez,Tu Vida Mi Vida,3UA8Vjo0hQXGJnoeQF1SOL,58,1bZNv4q3OxYq7mmnLha7Tu,['1bZNv4q3OxYq7mmnLha7Tu'],['Fito Paez'],2017,rock en espanol
2174,Juanes,Esto No Acaba,2BbvS5iPvkzrDLvHD8ZQGL,42,0UWZUmn7sybxMCqrw9tGa7,['0UWZUmn7sybxMCqrw9tGa7'],['Juanes'],2017,rock en espanol
2175,El Gran Silencio,Déjenme Si Estoy Llorando - Chuntaro Style,5aPgUTVYpjHOy22TwmQ1So,46,6pWTPhk1AtVfNmkaeXXVpD,['6pWTPhk1AtVfNmkaeXXVpD'],['El Gran Silencio'],2017,rock en espanol
2176,León Larregui,Locos - Live,3c8SCYG8XwNHxSvfIj3jgg,47,4ClsVDy2g7RKSSlvq8cF6d,['4ClsVDy2g7RKSSlvq8cF6d'],['León Larregui'],2017,rock en espanol
2177,Juanes,Alguna Vez,41TDbEgOsZJOwFaXMx8YD4,43,0UWZUmn7sybxMCqrw9tGa7,"['0UWZUmn7sybxMCqrw9tGa7', '53KTldaJ8tHSkYU3nigfwP']","['Juanes', 'Fonseca']",2017,rock en espanol
2178,Ricardo Arjona,Vivir,3pxPC27FJt2wg7cr2RVVaY,45,0h1zs4CTlU9D2QtgPxptUD,['0h1zs4CTlU9D2QtgPxptUD'],['Ricardo Arjona'],2017,rock en espanol
2179,Jarabe De Palo,Humo,64b4H2swBOouj8J0AZ4buE,52,5B6H1Dq77AV1LZWrbNsuH5,['5B6H1Dq77AV1LZWrbNsuH5'],['Jarabe De Palo'],2017,rock en espanol
2180,Bunbury,En bandeja de plata,0i6LaB1qpY26ok8CbNZIvE,48,4uqzzJg3ww5eH7IgGV7DMT,['4uqzzJg3ww5eH7IgGV7DMT'],['Bunbury'],2017,rock en espanol
2181,Ricardo Arjona,Hasta Que la Muerte Los Separe,0E51ZB6sKXAnEC8JtYC8Sy,45,0h1zs4CTlU9D2QtgPxptUD,['0h1zs4CTlU9D2QtgPxptUD'],['Ricardo Arjona'],2017,rock en espanol
2182,Ricardo Arjona,No Preguntes Cómo Estoy,2dUZGddtslNtR6cumLqM4Y,46,0h1zs4CTlU9D2QtgPxptUD,['0h1zs4CTlU9D2QtgPxptUD'],['Ricardo Arjona'],2017,rock en espanol
2183,Joaquín Sabina,Lágrimas de Mármol,1YN55N73ChOA6uJRkUhiD0,53,4aeIWo5CMF1uRmqgJdwkZW,['4aeIWo5CMF1uRmqgJdwkZW'],['Joaquín Sabina'],2017,rock en espanol
2184,Joaquín Sabina,Por Delicadeza (with Leiva),5swet7SN0apSl38ZtRZCxH,54,4aeIWo5CMF1uRmqgJdwkZW,"['4aeIWo5CMF1uRmqgJdwkZW', '5Hsv8dUHHOdnn72q4XIVz7']","['Joaquín Sabina', 'Leiva']",2017,rock en espanol
2185,Celso Piña,Cumbia Campesina,4qPoVCin6qbRsvjsFJZU9X,39,6PmfbeAL7jAauFPNyQ5UPi,['6PmfbeAL7jAauFPNyQ5UPi'],['Celso Piña'],2017,rock en espanol
2186,Ricardo Arjona,Circo Soledad,4N7mWRPytLQFr8rdMoM9tC,44,0h1zs4CTlU9D2QtgPxptUD,['0h1zs4CTlU9D2QtgPxptUD'],['Ricardo Arjona'],2017,rock en espanol
2187,Café Tacvba,Enamorada,562C3EC94HrVqmazwHvzej,40,09xj0S68Y1OU1vHMCZAIvz,['09xj0S68Y1OU1vHMCZAIvz'],['Café Tacvba'],2017,rock en espanol
2188,Ricardo Arjona,Sixto Pérez,1IaoFX9p7wZK6jWgQUIC8P,44,0h1zs4CTlU9D2QtgPxptUD,['0h1zs4CTlU9D2QtgPxptUD'],['Ricardo Arjona'],2017,rock en espanol
2189,Juanes,Bendecido,04wTurGPiiCycX8meWvf6v,38,0UWZUmn7sybxMCqrw9tGa7,['0UWZUmn7sybxMCqrw9tGa7'],['Juanes'],2017,rock en espanol
2190,Franco De Vita,Como Decirte No,3LRz2NUZQnfCS39sZGPKet,51,4NEYQeEYBUjfaXgDQGvFvu,['4NEYQeEYBUjfaXgDQGvFvu'],['Franco De Vita'],2017,rock en espanol
2191,Enjambre,Y La Esperanza,5y0ig04lDdVHdeHj70dPea,47,1ZdhAl62G6ZlEKqIwUAfZR,['1ZdhAl62G6ZlEKqIwUAfZR'],['Enjambre'],2017,rock en espanol
2192,Mijares,Me declaro culpable,6INFP74VSI6Wi7KThADTKN,47,3zhijRRIZX2B6G2T7vJl9p,"['3zhijRRIZX2B6G2T7vJl9p', '1dJyh390MvfYPuNbhnbSDs']","['Mijares', 'María José']",2017,rock en espanol
2193,El Mató a un Policía Motorizado,La Noche Eterna,4TN2jZLHo7VPMw4fVw6kRh,29,5rLsN2LxYaEPLa1N7I2mPB,['5rLsN2LxYaEPLa1N7I2mPB'],['El Mató a un Policía Motorizado'],2017,rock en espanol
2195,Jorge Drexler,Abracadabras (feat. Julieta Venegas),2mJYTwrs3lMTJ0Z2TXnbZZ,47,4ssUf5gLb1GBLxi1BhPrVt,"['4ssUf5gLb1GBLxi1BhPrVt', '2QWIScpFDNxmS6ZEMIUvgm']","['Jorge Drexler', 'Julieta Venegas']",2017,rock en espanol
2196,Mexican Institute Of Sound,Mi T-Shirt de la Nasa,4HGAk3aKP3uVi2JT9ekqTE,39,4TPTW3cTwUtiihgOMSQfmy,['4TPTW3cTwUtiihgOMSQfmy'],['Mexican Institute Of Sound'],2017,rock en espanol
2197,Ricardo Arjona,Correr,2vo99E3hn9FtSmkkry71II,43,0h1zs4CTlU9D2QtgPxptUD,['0h1zs4CTlU9D2QtgPxptUD'],['Ricardo Arjona'],2017,rock en espanol
2198,Bunbury,Supongo,1x0JzzNETlDLhW8QeHCPXn,45,4uqzzJg3ww5eH7IgGV7DMT,['4uqzzJg3ww5eH7IgGV7DMT'],['Bunbury'],2017,rock en espanol
2199,Los Gatos Rockabilly,Inadaptado,4ldtWKLmk9zDwTK8fujYt7,49,44g8mCTOmHpdeZFuaj9hS3,['44g8mCTOmHpdeZFuaj9hS3'],['Los Gatos Rockabilly'],2017,rock en espanol
2200,The Blaze,Territory,2W3EgJst61RLZtPPm3EQim,73,1Dt1UKLtrJIW1xxRBejjos,['1Dt1UKLtrJIW1xxRBejjos'],['The Blaze'],2017,tropical
2202,Petit Biscuit,Problems,7wKzj1b8YKPuZELfVDz708,63,6gK1Uct5FEdaUWRWpU4Cl2,"['6gK1Uct5FEdaUWRWpU4Cl2', '1aSwrSGBNGMLn9ymttfRkk']","['Petit Biscuit', 'Lido']",2017,tropical
2207,Petit Biscuit,Waterfall - Tim Legend Remix,6nn3RcWgq4SS0ZXrYvrrkT,57,6gK1Uct5FEdaUWRWpU4Cl2,"['6gK1Uct5FEdaUWRWpU4Cl2', '3W9UldYu0xJcaOAw2SUTDI', '3pfQKkyELe3zxBQDgQP6Py']","['Petit Biscuit', 'Panama', 'Tim Legend']",2017,tropical
2212,Grupo Jalado,Quedate Con Él,1ftwyOlhOp4up63kcGsDq4,61,71mQj8OrRgy3smRMjnFioM,['71mQj8OrRgy3smRMjnFioM'],['Grupo Jalado'],2017,tropical
2215,Grupo Extra,Me Emborrachare - Bachata Radio Edit,3iGjLTDqokSuf6yYI83wzi,68,4L5SLCIDWPPNGzrLraYCOS,['4L5SLCIDWPPNGzrLraYCOS'],['Grupo Extra'],2017,tropical
2229,Cumbias Poblanas,Las Amo a Las Dos,4XqXGdhCvH9GL7DWeqUrWm,64,5yfgm29nhL4CSbKZSPORu4,['5yfgm29nhL4CSbKZSPORu4'],['Cumbias Poblanas'],2017,tropical
2236,Zacarias Ferreira,Ya No Te Buscare,1CIUos10Or0tFaf4ZhaSfW,59,1LKPL2O3vA3ozNsmshDg3o,['1LKPL2O3vA3ozNsmshDg3o'],['Zacarias Ferreira'],2017,tropical
2250,TREN LOKOTE,Amor Cholero,7fSZDVomsS57GGz61I1oFs,57,6DjBv6gyR1HLsvwGUOD5V9,['6DjBv6gyR1HLsvwGUOD5V9'],['TREN LOKOTE'],2017,latin hip hop
2251,Young Drummer Boy,Coke Dealer (feat. Krypto),3V93N2WiKxPZEWbr3iGW7w,48,29AiXKmv12zkDsiVwzTDng,"['29AiXKmv12zkDsiVwzTDng', '6SFb4c5lUBXUM4rQ1JqoqE']","['Young Drummer Boy', 'Krypto']",2017,latin hip hop
2252,Larry Hernández,Mal Encachado Y Buchón,2v5aEaU84sU38JQyszC0Pp,54,6djNDzSg08mnh2Ayoh6Ovn,['6djNDzSg08mnh2Ayoh6Ovn'],['Larry Hernández'],2017,latin hip hop
2253,Nicky Jam,Estrella,4S2JBCs9FfFEJPLEf8YiE7,56,1SupJlEpv7RS2tPNRaHViT,['1SupJlEpv7RS2tPNRaHViT'],['Nicky Jam'],2017,latin hip hop
2254,Nicky Jam,El Perdón - Forgiveness,7hOfyNuj2dLc0HAEYVDIYS,55,1SupJlEpv7RS2tPNRaHViT,"['1SupJlEpv7RS2tPNRaHViT', '7qG3b048QCHVRO5Pv1T5lw']","['Nicky Jam', 'Enrique Iglesias']",2017,latin hip hop
2255,Arcangel,Te Robo - Remix,5xLOvhQjFrZ93iQEx0SYeC,61,4SsVbpTthjScTS7U2hmr1X,"['4SsVbpTthjScTS7U2hmr1X', '3EiLUeyEcA6fbRPSHkG5kb', '7lCRuW6BSXGAsxuQV9lR0i', '2NEwLjbrw5RA4KWYhUIM9r']","['Arcangel', 'De La Ghetto', 'Gigolo Y La Exce', 'Jaycob Duque']",2017,latin hip hop
2256,Nicky Jam,With You Tonight (Hasta El Amanecer),2GICtNjlmq5w1XIQ9s0D9y,52,1SupJlEpv7RS2tPNRaHViT,['1SupJlEpv7RS2tPNRaHViT'],['Nicky Jam'],2017,latin hip hop
2258,Los Inquietos Del Norte,Firme y Pa' Delante,3CNjF6rczNx7YT7IOdOAyz,51,0pgvlX0BkfmeirXTDiNmya,['0pgvlX0BkfmeirXTDiNmya'],['Los Inquietos Del Norte'],2017,latin hip hop
2259,Darell,Si Tu Quieres,3VZoRSSMBvolApyKos6qcq,54,1TtXnWcUs0FCkaZDPGYHdf,"['1TtXnWcUs0FCkaZDPGYHdf', '17vZy9fIIt6woqdWfc7UCy']","['Darell', 'Sinfonico']",2017,latin hip hop
2260,Yandel,Mi Religión,3dnOHn0A5q3ny1LLLnSAty,58,0eHQ9o50hj6ZDNBt6Ys1sD,['0eHQ9o50hj6ZDNBt6Ys1sD'],['Yandel'],2017,latin hip hop
2261,Revol,Andan por Ahi,3kdgsWJBpqqHL3wyQGl26t,57,2wYOpkTJZGByNEOjEnSmoW,"['2wYOpkTJZGByNEOjEnSmoW', '4SsVbpTthjScTS7U2hmr1X', '329e4yvIujISKGKz1BZZbO', '1i8SpTcr7yvPOmcqrbnVXY', '4q3ewBCX7sLwd24euuV69X', '00me4Ke1LsvMxt5kydlMyU', '3E6xrwgnVfYCrCs0ePERDz', '12vb80Km0Ew53ABfJOepVz', '4Tw0VaV1ENei24iQnktjXj', '1SupJlEpv7RS2tPNRaHViT', '7uS0OYJ72fRQDd8RZEo4J0']","['Revol', 'Arcangel', 'Farruko', 'Ozuna', 'Bad Bunny', 'Cosculluela', 'Wisin', 'Ñengo Flow', 'Alexio', 'Nicky Jam', 'Zion']",2017,latin hip hop
2262,Daddy Yankee,Hula Hoop,7ztcWZ0EB6akSzlb8BUaqG,58,4VMYDCV2IEDYJArk749S6m,['4VMYDCV2IEDYJArk749S6m'],['Daddy Yankee'],2017,latin hip hop
2263,Adán Zapata,Hoy Brindare por Ti,4RppjvkrCQkND8XVtmChBo,58,1NGy8h3j8jFQvFv6cniUnl,['1NGy8h3j8jFQvFv6cniUnl'],['Adán Zapata'],2017,latin hip hop
2264,Wisin,Quisiera Alejarme (feat. Ozuna),5X9daJT0Qg5yLIvUqwPKkX,56,3E6xrwgnVfYCrCs0ePERDz,"['3E6xrwgnVfYCrCs0ePERDz', '1i8SpTcr7yvPOmcqrbnVXY']","['Wisin', 'Ozuna']",2017,latin hip hop
2265,Prince Royce,X (feat. Zendaya),58Lj1OJrwR3huIt1xNMvkr,49,3MHaV05u0io8fQbZ2XPtlC,"['3MHaV05u0io8fQbZ2XPtlC', '6sCbFbEjbYepqswM1vWjjs']","['Prince Royce', 'Zendaya']",2017,latin hip hop
2266,Remik Gonzalez,Mañanero,5CFTbLlcyy5ITkMXgE9qLZ,57,4Hzj6dfl1y5x5TzCSsvLB6,"['4Hzj6dfl1y5x5TzCSsvLB6', '4QFG9KrGWEbr6hNA58CAqE']","['Remik Gonzalez', 'Aleman']",2017,latin hip hop
2267,Neto Reyno,Pow Wow Wow,6mmhluGpoTV7m49MG5krOY,58,7sgnuH8OwU32WbGLZwD03q,"['7sgnuH8OwU32WbGLZwD03q', '7mbU4fWi1Dq2zFsZPbY15s']","['Neto Reyno', 'Aleman']",2017,latin hip hop
2268,Cosculluela,Guaya,2Z4v2F42dR968RZQl5Yofp,60,00me4Ke1LsvMxt5kydlMyU,['00me4Ke1LsvMxt5kydlMyU'],['Cosculluela'],2017,latin hip hop
2269,Remik Gonzalez,La Feria Drogas y Muerte,3J1aXbNrnGsSmgIJ5Q5zzN,57,4Hzj6dfl1y5x5TzCSsvLB6,"['4Hzj6dfl1y5x5TzCSsvLB6', '6DjBv6gyR1HLsvwGUOD5V9']","['Remik Gonzalez', 'TREN LOKOTE']",2017,latin hip hop
2271,Darell,Mia,4CxUbhKV3tYnEU63UReV1m,59,1TtXnWcUs0FCkaZDPGYHdf,"['1TtXnWcUs0FCkaZDPGYHdf', '12vb80Km0Ew53ABfJOepVz', '5lFhCi03HDneWzvCxGctrT']","['Darell', 'Ñengo Flow', 'Jory Boy']",2017,latin hip hop
2272,Prince Royce,Deja vu,5clmffOxeckeJ2e3GMy6UZ,57,3MHaV05u0io8fQbZ2XPtlC,"['3MHaV05u0io8fQbZ2XPtlC', '0EmeFodog0BfCgMzAIvKQp']","['Prince Royce', 'Shakira']",2017,latin hip hop
2273,Nicky Jam,El Ganador,4Luzip43JUNRDJJR7l8bdb,54,1SupJlEpv7RS2tPNRaHViT,['1SupJlEpv7RS2tPNRaHViT'],['Nicky Jam'],2017,latin hip hop
2274,Larry Hernández,Carita de Angel,6a9QewMrabxPkUm7oLs0RA,49,6djNDzSg08mnh2Ayoh6Ovn,['6djNDzSg08mnh2Ayoh6Ovn'],['Larry Hernández'],2017,latin hip hop
2275,Young Drummer Boy,Knock n Spray,6alfmOZ6tpcmHUPNJLCiyM,44,29AiXKmv12zkDsiVwzTDng,['29AiXKmv12zkDsiVwzTDng'],['Young Drummer Boy'],2017,latin hip hop
2276,Yandel,Nunca Me Olvides (feat. Don Omar) - Remix,7pyEd6g5y7SYdKNgRtleEB,57,0eHQ9o50hj6ZDNBt6Ys1sD,"['0eHQ9o50hj6ZDNBt6Ys1sD', '33ScadVnbm2X8kkUqOkC6Z']","['Yandel', 'Don Omar']",2017,latin hip hop
2277,Bryant Myers,Hablame Claro,7EpqPLmpL5P0ZskJ9PSgoa,60,6w9ToX5slZ4uIdmD17hJ3c,"['6w9ToX5slZ4uIdmD17hJ3c', '2OHKEe204spO7G7NcbeO2o']","['Bryant Myers', 'Ñejo']",2017,latin hip hop
2278,Yandel,Muy Personal (feat. J Balvin),1oNtIPC2XBWpE7A1x9YjQi,56,0eHQ9o50hj6ZDNBt6Ys1sD,"['0eHQ9o50hj6ZDNBt6Ys1sD', '1vyhD5VmyZ7KMfW5gqLgo5']","['Yandel', 'J Balvin']",2017,latin hip hop
2279,Prince Royce,Mírame,7iwXnd5RAmOaf4N1LiHvVE,50,3MHaV05u0io8fQbZ2XPtlC,['3MHaV05u0io8fQbZ2XPtlC'],['Prince Royce'],2017,latin hip hop
2280,Kevin Roldan,Una Noche Más,4HLGAcqh05iAqsCCs8ayrq,62,1RBzGO6Nm3uyhUSxP7EDWO,"['1RBzGO6Nm3uyhUSxP7EDWO', '1SupJlEpv7RS2tPNRaHViT']","['Kevin Roldan', 'Nicky Jam']",2017,latin hip hop
2281,Kendo Kaponi,La 40,5x5wHWaId4V7ffgexCn5WN,52,1WMwuNKzEFtU6pPkdtryYS,['1WMwuNKzEFtU6pPkdtryYS'],['Kendo Kaponi'],2017,latin hip hop
2282,Amenazzy,Lean,4zQJf65ZNkPgEl3i622bbA,56,6kq4GHwUcUojGIu0ziSNXf,"['6kq4GHwUcUojGIu0ziSNXf', '4q3ewBCX7sLwd24euuV69X', '68w2t0wbrGnxSIUHzWs5bt']","['Amenazzy', 'Bad Bunny', 'Lito Kirino']",2017,latin hip hop
2283,Yampi,Si Tu Quiere,5V4yvEt9xG3jB1xJp3fNmM,54,3Ia6QnB1tPR9bcgnmbL5FO,"['3Ia6QnB1tPR9bcgnmbL5FO', '1i8SpTcr7yvPOmcqrbnVXY', '2R21vXR83lH98kGeO99Y66', '2qbEtwBVyobgpNP5KcHE9J']","['Yampi', 'Ozuna', 'Anuel AA', 'Pusho']",2017,latin hip hop
2284,Young Drummer Boy,Lights out (feat. King Lil G),4Oghhg8BUigXGibi9ktVJH,43,29AiXKmv12zkDsiVwzTDng,"['29AiXKmv12zkDsiVwzTDng', '6L3x3if9RVimruryD9LoFb']","['Young Drummer Boy', 'King Lil G']",2017,latin hip hop
2285,C-Kan,De Que Me Sirve,2Ch0TPb0c3SqDNIiT1ijCd,55,1QhaqxeqF9sipS2gwbEKpu,"['1QhaqxeqF9sipS2gwbEKpu', '5IxU70PZhE8uqCBOGHZHgJ']","['C-Kan', 'Pipo Ti']",2017,latin hip hop
2286,Yandel,No Quiero Amores (feat. Ozuna),37sexcbewtWiE8PDuLRFrY,54,0eHQ9o50hj6ZDNBt6Ys1sD,"['0eHQ9o50hj6ZDNBt6Ys1sD', '1i8SpTcr7yvPOmcqrbnVXY']","['Yandel', 'Ozuna']",2017,latin hip hop
2287,Arcangel,Más Que Ayer,47Ghq7edMCyjpevhO98EU8,42,4SsVbpTthjScTS7U2hmr1X,"['4SsVbpTthjScTS7U2hmr1X', '3EiLUeyEcA6fbRPSHkG5kb']","['Arcangel', 'De La Ghetto']",2017,latin hip hop
2288,Porta,Hay Siempre un Sentimiento Muerto en un Corazón Roto,2szpSxqHkeCbxbN5C5uWrd,62,3p7Bs02UWDt5ENoJeUGqaB,['3p7Bs02UWDt5ENoJeUGqaB'],['Porta'],2017,latin hip hop
2289,Nicky Jam,Tu Hombre (feat. Daddy Yankee),3u8fKvW5X1zvrsweW5h2xa,53,1SupJlEpv7RS2tPNRaHViT,"['1SupJlEpv7RS2tPNRaHViT', '4VMYDCV2IEDYJArk749S6m']","['Nicky Jam', 'Daddy Yankee']",2017,latin hip hop
2290,Cosculluela,Solo a solas (feat. Maluma),4iKuG50iHNBaybQOo11yrN,55,00me4Ke1LsvMxt5kydlMyU,"['00me4Ke1LsvMxt5kydlMyU', '1r4hJ1h58CWwUQe3MxPuau']","['Cosculluela', 'Maluma']",2017,latin hip hop
2291,Nicky Jam,Amor Prohibido (feat. Sean Paul & Konshens),41BqZaEQ9hHt4okQ3FT7wa,52,1SupJlEpv7RS2tPNRaHViT,"['1SupJlEpv7RS2tPNRaHViT', '3Isy6kedDrgPYoTS1dazA9', '3nwYsifpwrKmCIpw4i0HDW']","['Nicky Jam', 'Sean Paul', 'Konshens']",2017,latin hip hop
2292,Ñengo Flow,Real G's,5ksvRV02w86e15EcwfHgDh,52,12vb80Km0Ew53ABfJOepVz,"['12vb80Km0Ew53ABfJOepVz', '17vZy9fIIt6woqdWfc7UCy', '1TtXnWcUs0FCkaZDPGYHdf', '4SzD0wClEg9NKVJZbCRFqS', '5bWUlnPx9OYKsLiUJrhCA1']","['Ñengo Flow', 'Sinfonico', 'Darell', 'Ele A El Dominio', 'Jon Z']",2017,latin hip hop
2293,J Alvarez,Haters - Remix,1XuH3RXp7sCFPNof6xvFlm,53,6XFITTl7cFTdopDY3lUdlY,"['6XFITTl7cFTdopDY3lUdlY', '4q3ewBCX7sLwd24euuV69X', '6P6GTRTigHBp8ZesNtpCKH']","['J Alvarez', 'Bad Bunny', 'Almighty']",2017,latin hip hop
2294,Larry Hernández,Mi Paciencia,4trb0gB0TIpLZwX0N62iUl,45,6djNDzSg08mnh2Ayoh6Ovn,['6djNDzSg08mnh2Ayoh6Ovn'],['Larry Hernández'],2017,latin hip hop
2295,Brytiago,Luna - Remix,5WlEWvMF659xiJir32WFlv,56,00XhexlJEXQstHimpZN910,"['00XhexlJEXQstHimpZN910', '00me4Ke1LsvMxt5kydlMyU', '14zUHaJZo1mnYtn6IBRaRP']","['Brytiago', 'Cosculluela', 'Justin Quiles']",2017,latin hip hop
2296,Kendo Kaponi,No Te Enamores,3q4wUPzEmHYoo9mqXQWqDe,57,1WMwuNKzEFtU6pPkdtryYS,"['1WMwuNKzEFtU6pPkdtryYS', '2OHKEe204spO7G7NcbeO2o']","['Kendo Kaponi', 'Ñejo']",2017,latin hip hop
2297,Nicky Jam,Cuando Quieras (feat. Valentino),0iP84MjJ1KvnzxWa91Zsvt,52,1SupJlEpv7RS2tPNRaHViT,"['1SupJlEpv7RS2tPNRaHViT', '4GAS1OgXh8D5pEA6s6eBNW']","['Nicky Jam', 'Valentino']",2017,latin hip hop
2298,Prince Royce,Dilema,3ivfLh885IydQvVgC3lhr3,50,3MHaV05u0io8fQbZ2XPtlC,['3MHaV05u0io8fQbZ2XPtlC'],['Prince Royce'],2017,latin hip hop
2299,Noel Torres,Se Vinieron Los Problemas,3gs7q5tDGk5bAUQUq8MZbe,47,1GUYk7GLP4tALtorFH1OWG,['1GUYk7GLP4tALtorFH1OWG'],['Noel Torres'],2017,latin hip hop
2300,Bilal Saeed,No Make Up,0WXyJHcgaibGLH1xoiWDIa,60,7hHDO4bJGlEaEHlY2lj1eZ,"['7hHDO4bJGlEaEHlY2lj1eZ', '0SWOtgI95g7oVrP9halrmP']","['Bilal Saeed', 'Bohemia']",2017,desi pop
2301,Pritam,Darasal,3OZLwCFeWOCFHTlIIrwzmO,66,1wRPtKGflJrBx9BmLsSwlU,"['1wRPtKGflJrBx9BmLsSwlU', '2oSONSC9zQ4UonDKnLqksx']","['Pritam', 'Atif Aslam']",2017,desi pop
2302,Neeraj Shridhar,Maine Tujhko Dekha,6TeQwZim9noPvf96kNwldZ,51,3tHD07u1ON4uHxmnT9rwqZ,"['3tHD07u1ON4uHxmnT9rwqZ', '3FgHkfb3IqG4WKuVe1xCXM', '76fuWYgIf3TVIopTs3vaJ6']","['Neeraj Shridhar', 'Sukriti Kakar', 'Amaal Mallik']",2017,desi pop
2303,Arijit Singh,Aaj Se Teri,4ws4fIFJDtQAjNQ53KYVl2,58,4YRxDV8wJFPHPTeXepOstw,['4YRxDV8wJFPHPTeXepOstw'],['Arijit Singh'],2017,desi pop
2304,Miss Pooja,Sohnea,1oWUmMsn0znMYoXfRPCy3A,46,0DyXyd0D6fMUsuD6yONANx,"['0DyXyd0D6fMUsuD6yONANx', '7hVmdlsJp0E2WQIvVl8ngN']","['Miss Pooja', 'Millind Gaba']",2017,desi pop
2305,Pritam,"Ik Vaari Aa (From ""Raabta"")",5lrA2NzUxmBjKr2tCZfMtl,60,1wRPtKGflJrBx9BmLsSwlU,"['1wRPtKGflJrBx9BmLsSwlU', '4YRxDV8wJFPHPTeXepOstw']","['Pritam', 'Arijit Singh']",2017,desi pop
2306,Armaan Malik,"Tere Mere (From ""Chef"")",4lBO4Q7Pa816Mk3ptYcYUz,60,4IKVDbCSBTxBeAsMKjAuTs,"['4IKVDbCSBTxBeAsMKjAuTs', '76fuWYgIf3TVIopTs3vaJ6']","['Armaan Malik', 'Amaal Mallik']",2017,desi pop
2307,Zack Knight,Galtiyan,7kBxROP6ImJZrWHvNPzYRw,52,7JMBJmGMqw4H33HECyW4QP,['7JMBJmGMqw4H33HECyW4QP'],['Zack Knight'],2017,desi pop
2308,Nucleya,Let's Nacho,67ZZqOrQH4Bshguxw9GPkh,56,2CkrXQPoBz8jTQ3u0ZeLPh,"['2CkrXQPoBz8jTQ3u0ZeLPh', '61if35zz1W11GejEkxTLEQ', '0y59o4v8uw5crbN9M3JiL1']","['Nucleya', 'Benny Dayal', 'Badshah']",2017,desi pop
2309,Shreya Ghoshal,"Ghoomar (From ""Padmaavat"")",7zrqO3WRNwCfZ80k4Y9VG5,52,0oOet2f43PA68X5RxKobEy,"['0oOet2f43PA68X5RxKobEy', '5hT3CHUnrkUFsgGAvEPSQC', '5eWpthiGD66CLD4bQjvIBp']","['Shreya Ghoshal', 'Swaroop Khan', 'Sanjay Leela Bhansali']",2017,desi pop
2310,Arijit Singh,Dilliwaali Girlfriend,6p56DuuwZQYSNgeB7fgRkZ,49,4YRxDV8wJFPHPTeXepOstw,"['4YRxDV8wJFPHPTeXepOstw', '3eDT9fwXKuHWFvgZaaYC5v']","['Arijit Singh', 'Sunidhi Chauhan']",2017,desi pop
2311,Darshan Raval,Tera Zikr,0OfaueVeRebAfWsAHajj3z,65,2GoeZ0qOTt6kjsWW4eA6LS,['2GoeZ0qOTt6kjsWW4eA6LS'],['Darshan Raval'],2017,desi pop
2312,Atif Aslam,"Darasal (From ""Raabta"")",3phw912iJRhtMfsdJ1k3Sr,61,2oSONSC9zQ4UonDKnLqksx,"['2oSONSC9zQ4UonDKnLqksx', '6N2AGiendWS3zevn0dnQ6k']","['Atif Aslam', 'Jam8']",2017,desi pop
2313,Benny Dayal,Locha-E-Ulfat,0LIdJDwGEJUDruEycKBK80,54,61if35zz1W11GejEkxTLEQ,['61if35zz1W11GejEkxTLEQ'],['Benny Dayal'],2017,desi pop
2314,A.R. Rahman,"Enna Sona (From ""OK Jaanu"")",1Wf5q34m4hTnAxCljiAonb,54,1mYsTxnqsietFxj1OgoGbG,"['1mYsTxnqsietFxj1OgoGbG', '4YRxDV8wJFPHPTeXepOstw']","['A.R. Rahman', 'Arijit Singh']",2017,desi pop
2315,Guru Randhawa,Lahore,5aw6a4ZzgCe92pV6ODc8vC,51,5rQoBDKFnd1n6BkdbgVaRL,"['5rQoBDKFnd1n6BkdbgVaRL', '5aLCSARkIADqbSrMOrunOH']","['Guru Randhawa', 'Vee']",2017,desi pop
