,artist_name,track_name,track_id,popularity,artist_id,artists_id,artists_names,year,genre
15,Ed Sheeran,Perfect,0tgVpDi06FyKpA1z0VMD4v,89,6eUKZXaKkcviH0Ku9w2n3V,['6eUKZXaKkcviH0Ku9w2n3V'],['Ed Sheeran'],2017,pop
16,SZA,Love Galore (feat. Travis Scott),0q75NwOoFiARAVp4EXU4Bs,81,7tYKF4w9nC0nq9CsPZTHyP,"['7tYKF4w9nC0nq9CsPZTHyP', '0Y5tJX1MQlPlqiwlOH1tJY']","['SZA', 'Travis Scott']",2017,pop
17,SZA,Broken Clocks,2fXwCWkh6YG5zU1IyvQrbs,80,7tYKF4w9nC0nq9CsPZTHyP,['7tYKF4w9nC0nq9CsPZTHyP'],['SZA'],2017,pop
18,NF,Let You Down,52okn5MNA47tk87PeZJLEL,84,6fOMl44jA4Sp5b9PpYCkzz,['6fOMl44jA4Sp5b9PpYCkzz'],['NF'],2017,pop
19,Rex Orange County,Sunflower,4EpZ4eYuZOwPSSwyqpdHnJ,82,7pbDxGE6nQSZVfiFdq9lOL,['7pbDxGE6nQSZVfiFdq9lOL'],['Rex Orange County'],2017,pop
20,Cigarettes After Sex,Sunsetz,69UqtTHfUKAJweQwEStRzC,76,1QAJqy2dA3ihHBFIHRphZj,['1QAJqy2dA3ihHBFIHRphZj'],['Cigarettes After Sex'],2017,pop
21,K.Flay,High Enough,1qwno7xb5mJe71xtMS6jl2,82,0pCNk4D3E2xtszsm6hMsWr,['0pCNk4D3E2xtszsm6hMsWr'],['K.Flay'],2017,pop
22,Marshmello,Silence,7vGuf3Y35N4wmASOKLUVVU,84,64KEffDW9EtZ1y2vBYgq8T,"['64KEffDW9EtZ1y2vBYgq8T', '6LuN9FCkKOj5PcnpouEgny']","['Marshmello', 'Khalid']",2017,pop
23,Shawn Mendes,There's Nothing Holdin' Me Back,7JJmb5XwzOO8jgpou264Ml,88,7n2wHs1TKAczGzO7Dd2rGr,['7n2wHs1TKAczGzO7Dd2rGr'],['Shawn Mendes'],2017,pop
24,Jhené Aiko,Sativa,2pg2TiYo9Rb8KeB5JjP7jS,78,5ZS223C6JyBfXasXxrRqOk,"['5ZS223C6JyBfXasXxrRqOk', '1zNqQNIdeOUZHb8zbZRFMX']","['Jhené Aiko', 'Swae Lee']",2017,pop
25,The Chainsmokers,Something Just Like This,6RUKPb4LETWmmr3iAEQktW,86,69GGBxA162lTqCwzJG5jLp,"['69GGBxA162lTqCwzJG5jLp', '4gzpq5DPGxSnKTe4SA8HAU']","['The Chainsmokers', 'Coldplay']",2017,pop
26,Miguel,Sky Walker (feat. Travis Scott),5WoaF1B5XIEnWfmb5NZikf,78,360IAlyVv4PCEVjgyMZrxK,"['360IAlyVv4PCEVjgyMZrxK', '0Y5tJX1MQlPlqiwlOH1tJY']","['Miguel', 'Travis Scott']",2017,pop
27,Sam Smith,Too Good At Goodbyes,3VlbOrM6nYPprVvzBZllE5,77,2wY79sveU1sp5g7SokKOiI,['2wY79sveU1sp5g7SokKOiI'],['Sam Smith'],2017,pop
28,Ed Sheeran,Shape of You,7qiZfU4dY1lWllzX7mPBI3,88,6eUKZXaKkcviH0Ku9w2n3V,['6eUKZXaKkcviH0Ku9w2n3V'],['Ed Sheeran'],2017,pop
29,Clairo,Flaming Hot Cheetos,1F6IbA7di42uPc3cff8PXV,79,3l0CmX0FuQjFxr8SK7Vqag,['3l0CmX0FuQjFxr8SK7Vqag'],['Clairo'],2017,pop
30,Rex Orange County,Loving Is Easy,5EYi2rH4LYs6M21ZLOyQTx,79,7pbDxGE6nQSZVfiFdq9lOL,"['7pbDxGE6nQSZVfiFdq9lOL', '4gHcu2JoaXJ0mV4aNPCd7N']","['Rex Orange County', 'Benny Sings']",2017,pop
31,Billie Eilish,idontwannabeyouanymore,41zXlQxzTi6cGAjpOXyLYH,83,6qqNVTkY8uBg9cP3Jd7DAH,['6qqNVTkY8uBg9cP3Jd7DAH'],['Billie Eilish'],2017,pop
32,Drake,Teenage Fever,6n3HGiq4v35D6eFOSwqYuo,80,3TVXtAsR1Inumwj472S9r4,['3TVXtAsR1Inumwj472S9r4'],['Drake'],2017,pop
33,Harry Styles,Sign of the Times,5Ohxk2dO5COHF1krpoPigN,85,6KImCVD70vtIoJWnq6nGn3,['6KImCVD70vtIoJWnq6nGn3'],['Harry Styles'],2017,pop
34,French Montana,Unforgettable,3B54sVLJ402zGa6Xm4YGNe,86,6vXTefBL93Dj5IqAWq6OTv,"['6vXTefBL93Dj5IqAWq6OTv', '1zNqQNIdeOUZHb8zbZRFMX']","['French Montana', 'Swae Lee']",2017,pop
35,Still Woozy,Goodie Bag,4vHNeBWDQpVCmGbaccrRzi,79,4iMO20EPodreIaEl8qW66y,['4iMO20EPodreIaEl8qW66y'],['Still Woozy'],2017,pop
36,Bruno Major,Easily,2k9N4caeCIJLOWwWwssrEM,81,0hDjKSKjl1DC7ovYTDJHe8,['0hDjKSKjl1DC7ovYTDJHe8'],['Bruno Major'],2017,pop
37,Demi Lovato,Sorry Not Sorry,0yvPEnB032fojLfVluFjUv,81,6S2OmqARrzebs0tKUEyXyp,['6S2OmqARrzebs0tKUEyXyp'],['Demi Lovato'],2017,pop
38,Phoebe Bridgers,Motion Sickness,5xo8RrjJ9CVNrtRg2S3B1R,79,1r1uxoy19fzMxunt3ONAkG,['1r1uxoy19fzMxunt3ONAkG'],['Phoebe Bridgers'],2017,pop
39,Niall Horan,This Town,0qvzXomUDJVaUboy2wMfiS,82,1Hsdzj7Dlq2I7tHP7501T4,['1Hsdzj7Dlq2I7tHP7501T4'],['Niall Horan'],2017,pop
40,Shawn Mendes,Treat You Better,3QGsuHI8jO1Rx4JWLUh9jd,86,7n2wHs1TKAczGzO7Dd2rGr,['7n2wHs1TKAczGzO7Dd2rGr'],['Shawn Mendes'],2017,pop
41,NF,Lie,07FkzikE6FuHIa8Ma7zJGc,80,6fOMl44jA4Sp5b9PpYCkzz,['6fOMl44jA4Sp5b9PpYCkzz'],['NF'],2017,pop
42,cupcakKe,Cpr,35mBYyB61qTcGGj7MXIRM1,81,76SlrtEaq2oViRXulxjfuM,['76SlrtEaq2oViRXulxjfuM'],['cupcakKe'],2017,pop
43,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)",5Gu0PDLN4YJeW75PpBSg9p,81,5p7f24Rk5HkUZsaS3BLG5F,"['5p7f24Rk5HkUZsaS3BLG5F', '4AVFqumd2ogHFlRbKIjp1t', '3b8QkneNDz4JHKKKlLgYZg', '4olE3I5QU0dvSR7LIpqTXc']","['Hailee Steinfeld', 'Alesso', 'Florida Georgia Line', 'WATT']",2017,pop
44,Chord Overstreet,Hold On,5vjLSffimiIP26QG5WcN2K,84,5D3muNJhYYunbRkh3FKgX0,['5D3muNJhYYunbRkh3FKgX0'],['Chord Overstreet'],2017,pop
45,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),7iDa6hUg2VgEL1o1HjmfBn,79,64M6ah0SkkRsnPGtGiRAbb,"['64M6ah0SkkRsnPGtGiRAbb', '3b8QkneNDz4JHKKKlLgYZg']","['Bebe Rexha', 'Florida Georgia Line']",2017,pop
46,Chase Atlantic,Into It,4HwDCXsMBC7SUdp2WT4MZP,83,7cYEt1pqMgXJdq00hAwVpT,['7cYEt1pqMgXJdq00hAwVpT'],['Chase Atlantic'],2017,pop
47,COIN,Talk Too Much,4djIFfof5TpbSGRZUpsTXq,76,0ZxZlO7oWCSYMXhehpyMvE,['0ZxZlO7oWCSYMXhehpyMvE'],['COIN'],2017,pop
48,Logic,1-800-273-8255,5tz69p7tJuGPeMGwNTxYuV,81,4xRYI6VqpkE3UwrDrAZL8L,"['4xRYI6VqpkE3UwrDrAZL8L', '2wUjUUtkb5lvLKcGKsKqsR', '6LuN9FCkKOj5PcnpouEgny']","['Logic', 'Alessia Cara', 'Khalid']",2017,pop
49,Halsey,Bad At Love,7y9iMe8SOB6z3NoHE2OfXl,77,26VFTg2z8YR0cCuwLzESi2,['26VFTg2z8YR0cCuwLzESi2'],['Halsey'],2017,pop
50,Clean Bandit,Symphony (feat. Zara Larsson),1x5sYLZiu9r5E43kMlt9f8,79,6MDME20pz9RveH9rEXvrOM,"['6MDME20pz9RveH9rEXvrOM', '1Xylc3o4UrD53lo9CvFvVg']","['Clean Bandit', 'Zara Larsson']",2017,dance pop
51,Noah Cyrus,Again (feat. XXXTENTACION),2S2od3hT7ceytw7d1pTRuE,73,55fhWPvDiMpLnE4ZzNXZyW,"['55fhWPvDiMpLnE4ZzNXZyW', '15UsOTVnJzReFVN1VCnxy4']","['Noah Cyrus', 'XXXTENTACION']",2017,dance pop
52,Kygo,It Ain’t Me (with Selena Gomez),12GEpg2XOPyqk03JZEZnJs,69,23fqKkggKUBHNkbKtXEls4,"['23fqKkggKUBHNkbKtXEls4', '0C8ZW7ezQVs4URX5aX7Kqx']","['Kygo', 'Selena Gomez']",2017,dance pop
53,Halsey,Now Or Never,7i2DJ88J7jQ8K7zqFX2fW8,70,26VFTg2z8YR0cCuwLzESi2,['26VFTg2z8YR0cCuwLzESi2'],['Halsey'],2017,dance pop
54,The Chainsmokers,Paris,72jbDTw1piOOj770jWNeaG,77,69GGBxA162lTqCwzJG5jLp,['69GGBxA162lTqCwzJG5jLp'],['The Chainsmokers'],2017,dance pop
55,Cheat Codes,No Promises (feat. Demi Lovato),5lNuqFVMca4vPupY10cH0J,65,7DMveApC7UnC2NPfPvlHSU,"['7DMveApC7UnC2NPfPvlHSU', '6S2OmqARrzebs0tKUEyXyp']","['Cheat Codes', 'Demi Lovato']",2017,dance pop
56,Kesha,Woman (feat. The Dap-Kings Horns),1kJtfldK9F7XmsSiSNlbth,70,6LqNN22kT3074XbTVUrhzX,"['6LqNN22kT3074XbTVUrhzX', '4LFgxG38Y0l4Fo1gdQelay']","['Kesha', 'The Dap-Kings Horns']",2017,dance pop
57,Liam Payne,Strip That Down,4Ro98RCK90oHqqSZUnTFq5,71,5pUo3fmmHT8bhCyHE52hA6,"['5pUo3fmmHT8bhCyHE52hA6', '0VRj0yCOv2FXJNP47XQnx5']","['Liam Payne', 'Quavo']",2017,dance pop
58,Calvin Harris,Slide (feat. Frank Ocean & Migos),7tr2za8SQg2CI8EDgrdtNl,71,7CajNmpbOovFoOoasH2HaY,"['7CajNmpbOovFoOoasH2HaY', '2h93pZq0e7k5yf4dywlkpM', '6oMuImdp5ZcFhWP0ESe6mG', '4A0TivfinfALCAMJqqjZIk']","['Calvin Harris', 'Frank Ocean', 'Migos', 'Funk Wav']",2017,dance pop
59,Deorro,Five More Hours,3MOECVkNshqHYTPt5DZcdN,74,6VD4UEUPvtsemqD3mmTqCR,"['6VD4UEUPvtsemqD3mmTqCR', '7bXgB6jMjp9ATFy66eO08Z']","['Deorro', 'Chris Brown']",2017,dance pop
60,Niall Horan,Too Much To Ask,39jXnbACjiaiTwwhsr5sY5,75,1Hsdzj7Dlq2I7tHP7501T4,['1Hsdzj7Dlq2I7tHP7501T4'],['Niall Horan'],2017,dance pop
62,Selena Gomez,Fetish (feat. Gucci Mane),4lnAN2S1fcI0SjxEbksZVr,74,0C8ZW7ezQVs4URX5aX7Kqx,"['0C8ZW7ezQVs4URX5aX7Kqx', '13y7CgLHjMVRMDqxdx0Xdo']","['Selena Gomez', 'Gucci Mane']",2017,dance pop
63,Chris Brown,"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)",5gx2E5aIXMRBellPZW1up5,69,7bXgB6jMjp9ATFy66eO08Z,"['7bXgB6jMjp9ATFy66eO08Z', '6Ha4aES39QiVjR0L2lwuwq', '31W5EY0aAly4Qieq6OFu6I', '46SHBwWsqBkxI7EeeBEQG7']","['Chris Brown', 'Yo Gotti', 'A Boogie Wit da Hoodie', 'Kodak Black']",2017,dance pop
64,Fergie,L.A.LOVE (la la) [feat. YG],5h2nC1QYVpK0AJra70Ja3p,73,3r17AfJCCUqC9Lf0OAc73G,"['3r17AfJCCUqC9Lf0OAc73G', '0A0FS04o6zMoto8OKPsDwY']","['Fergie', 'YG']",2017,dance pop
65,Meghan Trainor,NO,0l0CvurVUrr2w3Jj1hOVFc,74,6JL8zeS1NmiOftqZTRgdTz,['6JL8zeS1NmiOftqZTRgdTz'],['Meghan Trainor'],2017,dance pop
66,Andy Grammer,Fresh Eyes,5NDUXbMwcnTQp66tI2zcdR,71,2oX42qP5ineK3hrhBECLmj,['2oX42qP5ineK3hrhBECLmj'],['Andy Grammer'],2017,dance pop
67,Kehlani,Distraction,2wSQyp6VzUopSFBinRo1iD,68,0cGUm45nv7Z6M6qdXYQGTX,['0cGUm45nv7Z6M6qdXYQGTX'],['Kehlani'],2017,dance pop
68,Miguel,Remember Me (Dúo),3pCgIUkmRHKydu9HE03QKY,68,360IAlyVv4PCEVjgyMZrxK,"['360IAlyVv4PCEVjgyMZrxK', '1hcdI2N1023RvSwLzTtdsp']","['Miguel', 'Natalia Lafourcade']",2017,dance pop
69,Daya,New,4tERsdVCLtLtrGdFBf9DGC,72,6Dd3NScHWwnW6obMFbl1BH,['6Dd3NScHWwnW6obMFbl1BH'],['Daya'],2017,dance pop
70,David Guetta,2U,762UXiwEHYY97VL45sAUPR,66,1Cs0zKBU1kc0i8ypK3B9ai,"['1Cs0zKBU1kc0i8ypK3B9ai', '1uNFoZAHBGtllmzznpCI3s']","['David Guetta', 'Justin Bieber']",2017,dance pop
71,Selena Gomez,Bad Liar,2fZQIJew3nkNe99s2PKzul,70,0C8ZW7ezQVs4URX5aX7Kqx,['0C8ZW7ezQVs4URX5aX7Kqx'],['Selena Gomez'],2017,dance pop
72,Miguel,Banana Clip,6xagjcywpcyNFghafZPQJv,66,360IAlyVv4PCEVjgyMZrxK,['360IAlyVv4PCEVjgyMZrxK'],['Miguel'],2017,dance pop
73,Carly Rae Jepsen,Cut To The Feeling,6EJiVf7U0p1BBfs0qqeb1f,69,6sFIWsNpZYqfjUpaCgueju,['6sFIWsNpZYqfjUpaCgueju'],['Carly Rae Jepsen'],2017,dance pop
74,Olivia O'Brien,Fuck Feelings,3HzcPKuTJyMmkWDgzswarl,66,1QRj3hoop9Mv5VvHQkwPEp,['1QRj3hoop9Mv5VvHQkwPEp'],"[""Olivia O'Brien""]",2017,dance pop
75,Bebe Rexha,Bad Bitch (feat. Ty Dolla $ign),4ZJPwET9Jrgpkqi4Vo3Yg8,67,64M6ah0SkkRsnPGtGiRAbb,"['64M6ah0SkkRsnPGtGiRAbb', '7c0XG5cIJTrrAgEC3ULPiq']","['Bebe Rexha', 'Ty Dolla $ign']",2017,dance pop
76,Demi Lovato,Tell Me You Love Me,21RCuMVSlblTmyYm2DnPCR,68,6S2OmqARrzebs0tKUEyXyp,['6S2OmqARrzebs0tKUEyXyp'],['Demi Lovato'],2017,dance pop
77,WALK THE MOON,One Foot,0iQ77tSa7ncj7zBPtVx6cU,67,6DIS6PRrLS3wbnZsf7vYic,['6DIS6PRrLS3wbnZsf7vYic'],['WALK THE MOON'],2017,dance pop
78,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),2y5aJvzXhHPA94U5GFAcXe,70,5ZsFI1h6hIdQRw2ti0hz81,"['5ZsFI1h6hIdQRw2ti0hz81', '06HL4z0CvFAxyc27GXpf02']","['ZAYN', 'Taylor Swift']",2017,dance pop
79,Camila Cabello,Crying in the Club,1SJtlNRJDeYHioymcvsqev,73,4nDoRrQiYLoBzwC5BhVJzF,['4nDoRrQiYLoBzwC5BhVJzF'],['Camila Cabello'],2017,dance pop
80,Charli XCX,Unlock it (Lock It) - feat. Kim Petras and Jay Park,3qGHAKgjQruzj6doKkyEb5,71,25uiPmTg16RbhZWAqwLBy5,"['25uiPmTg16RbhZWAqwLBy5', '3Xt3RrJMFv5SZkCfUE8C1J', '4XDi67ZENZcbfKnvMnTYsI']","['Charli XCX', 'Kim Petras', 'Jay Park']",2017,dance pop
81,Cheat Codes,Feels Great (feat. Fetty Wap & CVBZ),5uu28fUesZMl89lf9CLrgN,62,7DMveApC7UnC2NPfPvlHSU,"['7DMveApC7UnC2NPfPvlHSU', '6PXS4YHDkKvl1wkIl4V8DL', '0pt7PX4Hftlg8mV1ySU84Q']","['Cheat Codes', 'Fetty Wap', 'CVBZ']",2017,dance pop
82,Katy Perry,Chained To The Rhythm,7qvxFz3JodM0A7xEM7k3YD,73,6jJ0s89eD6GaHleKKya26X,"['6jJ0s89eD6GaHleKKya26X', '4ryoUS0W8qXokfMxrlJt6O']","['Katy Perry', 'Skip Marley']",2017,dance pop
83,Yellow Claw,Love & War - Yellow Claw G-Funk Remix,6UbfuPifNmblRiaE8vQ08U,71,47z7ZrgFoBvVpCnElCE3Zh,"['47z7ZrgFoBvVpCnElCE3Zh', '2YkP9pfIZ6hJKeuppuz8qT']","['Yellow Claw', 'Yade Lauren']",2017,dance pop
84,Calvin Harris,Rollin (feat. Future & Khalid),3FDrI0FLKzrYQiWxPhqV2W,66,7CajNmpbOovFoOoasH2HaY,"['7CajNmpbOovFoOoasH2HaY', '1RyvyyTE3xzB2ZywiAwp0i', '6LuN9FCkKOj5PcnpouEgny']","['Calvin Harris', 'Future', 'Khalid']",2017,dance pop
85,Cashmere Cat,Quit (feat. Ariana Grande),4rwqrKdwlFWJ6LvPYaOtgn,71,2LZDXcxJWgsJfKXZv9a5eG,"['2LZDXcxJWgsJfKXZv9a5eG', '66CXWjxzNUsdJxJ2JdwvnR']","['Cashmere Cat', 'Ariana Grande']",2017,dance pop
86,Avicii,Lonely Together (feat. Rita Ora),75NhhYjHO43mvZgYtnXgti,73,1vCWHaC5f2uS3yhpwWbIA6,"['1vCWHaC5f2uS3yhpwWbIA6', '5CCwRZC6euC8Odo6y9X8jr']","['Avicii', 'Rita Ora']",2017,dance pop
88,Zara Larsson,Ain't My Fault,0ADG9OgdVTL7fgREP75BrZ,72,1Xylc3o4UrD53lo9CvFvVg,['1Xylc3o4UrD53lo9CvFvVg'],['Zara Larsson'],2017,dance pop
89,Jorja Smith,On My Mind (Jorja Smith X Preditah),1OxL1FWSEd7QmJoWLRP2NO,71,1CoZyIx7UvdxT5c8UkMzHd,"['1CoZyIx7UvdxT5c8UkMzHd', '5qYCZ5FQuzZSjOnesvuYiD']","['Jorja Smith', 'Preditah']",2017,dance pop
90,Lady Gaga,The Cure,34oB5r0lcN3fYWCs2uA1k5,68,1HY2Jd0NmPuamShAr6KMms,['1HY2Jd0NmPuamShAr6KMms'],['Lady Gaga'],2017,dance pop
91,Jazmine Sullivan,Insecure,360NCp4XoQ0sFi5jgu5Ww7,64,7gSjFKpVmDgC2MMsnN8CYq,"['7gSjFKpVmDgC2MMsnN8CYq', '2EMAnMvWE2eb56ToJVfCWs']","['Jazmine Sullivan', 'Bryson Tiller']",2017,dance pop
92,Snakehips,Don't Leave,0Zx8khUcEfCFK2AEoIhC92,67,2FwJwEswyIUAljqgjNSHgP,"['2FwJwEswyIUAljqgjNSHgP', '0bdfiayQAKewqEvaU6rXCv']","['Snakehips', 'MØ']",2017,dance pop
93,Niall Horan,Seeing Blind,65wnZsZLKJimfK1cTFOfa1,66,1Hsdzj7Dlq2I7tHP7501T4,"['1Hsdzj7Dlq2I7tHP7501T4', '6WY7D3jk8zTrHtmkqqo5GI']","['Niall Horan', 'Maren Morris']",2017,dance pop
94,Kehlani,Gangsta,5cw9s2zGrbny2M2p3WRmGm,61,0cGUm45nv7Z6M6qdXYQGTX,['0cGUm45nv7Z6M6qdXYQGTX'],['Kehlani'],2017,dance pop
95,Ayesha Erotica,Literal Legend,69yvAav3DrSy27zXqJKTIS,65,6TMGw1UYn6DFEtn2f9mv8J,['6TMGw1UYn6DFEtn2f9mv8J'],['Ayesha Erotica'],2017,dance pop
96,Ella Mai,My Way,3x4Zx0rPoW6kErSDK8SSnW,68,7HkdQ0gt53LP4zmHsL0nap,['7HkdQ0gt53LP4zmHsL0nap'],['Ella Mai'],2017,dance pop
97,Galantis,No Money,6M6Tk58pQvABy6ru66dY3d,73,4sTQVOfp9vEMCemLw50sbu,['4sTQVOfp9vEMCemLw50sbu'],['Galantis'],2017,dance pop
98,H.E.R.,Losing,20E9JE3J8dHNDj9saOeNgu,61,3Y7RZ31TRPVadSFVy1o8os,['3Y7RZ31TRPVadSFVy1o8os'],['H.E.R.'],2017,dance pop
99,DJ Khaled,Major Bag Alert (feat. Migos),5ndHl6BMrihdTqvT6Exhln,61,0QHgL1lAIqAw0HtD7YldmP,"['0QHgL1lAIqAw0HtD7YldmP', '6oMuImdp5ZcFhWP0ESe6mG']","['DJ Khaled', 'Migos']",2017,dance pop
100,Migos,Bad and Boujee (feat. Lil Uzi Vert),4Km5HrUvYTaSUfiSGPJeQR,78,6oMuImdp5ZcFhWP0ESe6mG,"['6oMuImdp5ZcFhWP0ESe6mG', '4O15NlyKLIASxsJ0PrXPfz']","['Migos', 'Lil Uzi Vert']",2017,rap
101,PnB Rock,Selfish,2xbI8Vmyv3TkpTdywpPyNw,74,21WS9wngs9AqFckK7yYJPM,['21WS9wngs9AqFckK7yYJPM'],['PnB Rock'],2017,rap
102,XXXTENTACION,I Don't Wanna Do This Anymore,5de9Ho64dovuQI8Uhn5gPD,78,15UsOTVnJzReFVN1VCnxy4,['15UsOTVnJzReFVN1VCnxy4'],['XXXTENTACION'],2017,rap
103,Lil Peep,beamer boy,7hf89cT5FEmLV5E9fjrjG7,79,2kCcBybjl3SAtIcwdWpUe3,"['2kCcBybjl3SAtIcwdWpUe3', '1VKWlHqcqwmU9CGKkJR09R']","['Lil Peep', 'Nedarb']",2017,rap
104,Big Sean,Bounce Back,0SGkqnVQo9KPytSri1H6cF,76,0c173mlxpT3dSFRgMO8XPh,['0c173mlxpT3dSFRgMO8XPh'],['Big Sean'],2017,rap
106,XXXTENTACION,YuNg BrAtZ,2ooF4088y5L72c4YTEJQoB,79,15UsOTVnJzReFVN1VCnxy4,['15UsOTVnJzReFVN1VCnxy4'],['XXXTENTACION'],2017,rap
107,XXXTENTACION,Carry On,2yZax79pOrYuyIFVW2cZY2,79,15UsOTVnJzReFVN1VCnxy4,['15UsOTVnJzReFVN1VCnxy4'],['XXXTENTACION'],2017,rap
108,XXXTENTACION,RIP Roach,658I1uDnmLSiltFCf98AWE,80,15UsOTVnJzReFVN1VCnxy4,"['15UsOTVnJzReFVN1VCnxy4', '2rhFzFmezpnW82MNqEKVry']","['XXXTENTACION', 'Ski Mask The Slump God']",2017,rap
109,Drake,Do Not Disturb,2KvHC9z14GSl4YpkNMX384,77,3TVXtAsR1Inumwj472S9r4,['3TVXtAsR1Inumwj472S9r4'],['Drake'],2017,rap
110,"Tyler, The Creator",Boredom (feat. Rex Orange County & Anna of the North),5WNYg3usc6H8N3MBEp4zVk,76,4V8LLVI7PbaPR0K2TGSxFF,"['4V8LLVI7PbaPR0K2TGSxFF', '7pbDxGE6nQSZVfiFdq9lOL', '1mSJCvDX0W7Dn7S9C6vmvI']","['Tyler, The Creator', 'Rex Orange County', 'Anna of the North']",2017,rap
111,blackbear,do re mi,6Se3x9ANMLv0dCDsjGmEjh,77,2cFrymmkijnjDg9SS92EPM,['2cFrymmkijnjDg9SS92EPM'],['blackbear'],2017,rap
112,Lil Skies,Red Roses (feat. Landon Cube),3ZhTT6yjZwpPph5MIJ53XY,74,7d3WFRME3vBY2cgoP38RDo,"['7d3WFRME3vBY2cgoP38RDo', '04ei5kNgmDuNAydFhhIHnD']","['Lil Skies', 'Landon Cube']",2017,rap
113,$uicideboy$,For the Last Time,240audWazVjwvwh7XwfSZE,76,1VPmR4DJC1PlOtd0IADAO0,['1VPmR4DJC1PlOtd0IADAO0'],['$uicideboy$'],2017,rap
114,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,6SwRhMLwNqEi6alNPVG00n,76,2YZyLoL8N0Wb9xBt1NhZWg,"['2YZyLoL8N0Wb9xBt1NhZWg', '5pKCCKE2ajJHZ9KAiaK11H']","['Kendrick Lamar', 'Rihanna']",2017,rap
115,Gucci Mane,I Get the Bag (feat. Migos),1XRgIKC5TPwo7nWGyKqgG0,75,13y7CgLHjMVRMDqxdx0Xdo,"['13y7CgLHjMVRMDqxdx0Xdo', '6oMuImdp5ZcFhWP0ESe6mG']","['Gucci Mane', 'Migos']",2017,rap
116,Tay-K,The Race,3wGXyJGsCf1myH5MooQIqE,74,2ODbg2404zUzTi02qIPEjB,['2ODbg2404zUzTi02qIPEjB'],['Tay-K'],2017,rap
