,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
1856,0.606,0.448,8,-13.182,0,0.0356,0.604,0.0825,0.111,0.199,111.889,audio_features,5HwHdYpk3QiOUhsfWKYkFq,spotify:track:5HwHdYpk3QiOUhsfWKYkFq,https://api.spotify.com/v1/tracks/5HwHdYpk3QiOUhsfWKYkFq,https://api.spotify.com/v1/audio-analysis/5HwHdYpk3QiOUhsfWKYkFq,274729,4
1857,0.552,0.277,0,-12.09,1,0.0635,0.904,0.0,0.107,0.26,77.759,audio_features,6lFDB0BFDRV58qaQDX85jV,spotify:track:6lFDB0BFDRV58qaQDX85jV,https://api.spotify.com/v1/tracks/6lFDB0BFDRV58qaQDX85jV,https://api.spotify.com/v1/audio-analysis/6lFDB0BFDRV58qaQDX85jV,136020,4
1858,0.725,0.421,7,-12.567,1,0.0333,0.604,0.0885,0.108,0.742,82.061,audio_features,3azlo5j5KZPq3qlFlGSDiH,spotify:track:3azlo5j5KZPq3qlFlGSDiH,https://api.spotify.com/v1/tracks/3azlo5j5KZPq3qlFlGSDiH,https://api.spotify.com/v1/audio-analysis/3azlo5j5KZPq3qlFlGSDiH,178720,4
1859,0.709,0.778,10,-5.59,0,0.0361,0.113,0.319,0.218,0.723,113.993,audio_features,3IrBsMDbRUZYIMcNcA7pPq,spotify:track:3IrBsMDbRUZYIMcNcA7pPq,https://api.spotify.com/v1/tracks/3IrBsMDbRUZYIMcNcA7pPq,https://api.spotify.com/v1/audio-analysis/3IrBsMDbRUZYIMcNcA7pPq,252920,4
1860,0.343,0.607,0,-5.048,1,0.0357,0.632,0.00808,0.0824,0.599,155.579,audio_features,6d5faX65tSGFKcXsOJQRFi,spotify:track:6d5faX65tSGFKcXsOJQRFi,https://api.spotify.com/v1/tracks/6d5faX65tSGFKcXsOJQRFi,https://api.spotify.com/v1/audio-analysis/6d5faX65tSGFKcXsOJQRFi,213173,3
1861,0.425,0.954,7,-2.573,1,0.0383,0.0344,0.358,0.187,0.572,199.843,audio_features,1JbuC7uZm0P1PyX7N7gDEM,spotify:track:1JbuC7uZm0P1PyX7N7gDEM,https://api.spotify.com/v1/tracks/1JbuC7uZm0P1PyX7N7gDEM,https://api.spotify.com/v1/audio-analysis/1JbuC7uZm0P1PyX7N7gDEM,213600,4
1862,0.526,0.102,3,-15.142,1,0.11,0.739,0.0,0.0888,0.32,139.085,audio_features,1Y9EQOGTAeHwVyIcX3Dsi4,spotify:track:1Y9EQOGTAeHwVyIcX3Dsi4,https://api.spotify.com/v1/tracks/1Y9EQOGTAeHwVyIcX3Dsi4,https://api.spotify.com/v1/audio-analysis/1Y9EQOGTAeHwVyIcX3Dsi4,185480,3
1863,0.383,0.513,6,-5.377,0,0.0278,0.126,0.000123,0.241,0.387,108.669,audio_features,60E2QSeE6hZe51e9VuBJSp,spotify:track:60E2QSeE6hZe51e9VuBJSp,https://api.spotify.com/v1/tracks/60E2QSeE6hZe51e9VuBJSp,https://api.spotify.com/v1/audio-analysis/60E2QSeE6hZe51e9VuBJSp,254520,4
1864,0.373,0.449,10,-11.646,1,0.144,0.892,1.26e-05,0.175,0.327,137.866,audio_features,5IXTT9RvcVupmzLTFqIInj,spotify:track:5IXTT9RvcVupmzLTFqIInj,https://api.spotify.com/v1/tracks/5IXTT9RvcVupmzLTFqIInj,https://api.spotify.com/v1/audio-analysis/5IXTT9RvcVupmzLTFqIInj,154960,4
1865,0.39,0.213,11,-13.109,1,0.0503,0.969,0.0152,0.0953,0.132,119.368,audio_features,6ilPGjQvpV8PdA2lCeCfn1,spotify:track:6ilPGjQvpV8PdA2lCeCfn1,https://api.spotify.com/v1/tracks/6ilPGjQvpV8PdA2lCeCfn1,https://api.spotify.com/v1/audio-analysis/6ilPGjQvpV8PdA2lCeCfn1,188557,4
1866,0.54,0.168,10,-11.773,1,0.0664,0.25,0.0281,0.258,0.163,97.793,audio_features,4LIIWJjlXMftVKMQWUrxKO,spotify:track:4LIIWJjlXMftVKMQWUrxKO,https://api.spotify.com/v1/tracks/4LIIWJjlXMftVKMQWUrxKO,https://api.spotify.com/v1/audio-analysis/4LIIWJjlXMftVKMQWUrxKO,192042,4
1867,0.616,0.605,7,-7.234,1,0.0343,0.097,0.00812,0.165,0.185,116.031,audio_features,0dssTLrqY79Klk6jx2RXCj,spotify:track:0dssTLrqY79Klk6jx2RXCj,https://api.spotify.com/v1/tracks/0dssTLrqY79Klk6jx2RXCj,https://api.spotify.com/v1/audio-analysis/0dssTLrqY79Klk6jx2RXCj,275617,4
1868,0.535,0.658,7,-7.425,1,0.0998,0.189,4.11e-05,0.0683,0.413,129.835,audio_features,5UPHeuDP0AnG830Yf3bJJD,spotify:track:5UPHeuDP0AnG830Yf3bJJD,https://api.spotify.com/v1/tracks/5UPHeuDP0AnG830Yf3bJJD,https://api.spotify.com/v1/audio-analysis/5UPHeuDP0AnG830Yf3bJJD,258398,4
1869,0.332,0.234,10,-11.823,1,0.0277,0.793,0.00375,0.187,0.256,93.992,audio_features,0Sg9bWEaPtDO2JE7qwcMvy,spotify:track:0Sg9bWEaPtDO2JE7qwcMvy,https://api.spotify.com/v1/tracks/0Sg9bWEaPtDO2JE7qwcMvy,https://api.spotify.com/v1/audio-analysis/0Sg9bWEaPtDO2JE7qwcMvy,178640,3
1870,0.558,0.246,9,-10.914,0,0.0409,0.942,0.00875,0.106,0.303,85.672,audio_features,3fx5ozORvvTGnSnOhUqrgj,spotify:track:3fx5ozORvvTGnSnOhUqrgj,https://api.spotify.com/v1/tracks/3fx5ozORvvTGnSnOhUqrgj,https://api.spotify.com/v1/audio-analysis/3fx5ozORvvTGnSnOhUqrgj,321201,4
1871,0.772,0.626,6,-5.004,1,0.0484,0.0127,2.51e-05,0.74,0.75,124.0,audio_features,6oXd6W1WrxE2P499dUFNFT,spotify:track:6oXd6W1WrxE2P499dUFNFT,https://api.spotify.com/v1/tracks/6oXd6W1WrxE2P499dUFNFT,https://api.spotify.com/v1/audio-analysis/6oXd6W1WrxE2P499dUFNFT,218178,4
1872,0.651,0.826,2,-4.806,1,0.0523,0.00784,0.0,0.201,0.198,111.059,audio_features,3WSJdIwhORCuyGNinGfAdm,spotify:track:3WSJdIwhORCuyGNinGfAdm,https://api.spotify.com/v1/tracks/3WSJdIwhORCuyGNinGfAdm,https://api.spotify.com/v1/audio-analysis/3WSJdIwhORCuyGNinGfAdm,191200,4
1873,0.279,0.137,8,-11.45,1,0.0381,0.906,0.000494,0.223,0.206,142.848,audio_features,2Iqdun0CJawDkc3NBUrbdA,spotify:track:2Iqdun0CJawDkc3NBUrbdA,https://api.spotify.com/v1/tracks/2Iqdun0CJawDkc3NBUrbdA,https://api.spotify.com/v1/audio-analysis/2Iqdun0CJawDkc3NBUrbdA,160169,3
1874,0.63,0.578,10,-8.544,1,0.0256,0.304,0.206,0.116,0.474,106.675,audio_features,1UGpePwP16ZRiGaVuTVo2O,spotify:track:1UGpePwP16ZRiGaVuTVo2O,https://api.spotify.com/v1/tracks/1UGpePwP16ZRiGaVuTVo2O,https://api.spotify.com/v1/audio-analysis/1UGpePwP16ZRiGaVuTVo2O,306760,4
1875,0.527,0.672,0,-5.642,0,0.0509,0.41,0.0,0.341,0.259,139.007,audio_features,7I9bSsqqIA0cV1nL0igGLm,spotify:track:7I9bSsqqIA0cV1nL0igGLm,https://api.spotify.com/v1/tracks/7I9bSsqqIA0cV1nL0igGLm,https://api.spotify.com/v1/audio-analysis/7I9bSsqqIA0cV1nL0igGLm,221880,4
1876,0.822,0.706,0,-6.472,1,0.0387,0.193,0.00167,0.129,0.896,128.707,audio_features,3Z6HMD0zTxTUqrmh9ZoIib,spotify:track:3Z6HMD0zTxTUqrmh9ZoIib,https://api.spotify.com/v1/tracks/3Z6HMD0zTxTUqrmh9ZoIib,https://api.spotify.com/v1/audio-analysis/3Z6HMD0zTxTUqrmh9ZoIib,174536,4
1877,0.462,0.746,4,-6.722,1,0.0384,0.000127,0.634,0.117,0.255,120.044,audio_features,6V7c8Dd40BKFqWIYS5zTXx,spotify:track:6V7c8Dd40BKFqWIYS5zTXx,https://api.spotify.com/v1/tracks/6V7c8Dd40BKFqWIYS5zTXx,https://api.spotify.com/v1/audio-analysis/6V7c8Dd40BKFqWIYS5zTXx,392600,4
1878,0.59,0.538,11,-9.367,0,0.0266,0.012,0.582,0.29,0.548,106.6,audio_features,3sJQGz6WX2YIBaHsH3bRMq,spotify:track:3sJQGz6WX2YIBaHsH3bRMq,https://api.spotify.com/v1/tracks/3sJQGz6WX2YIBaHsH3bRMq,https://api.spotify.com/v1/audio-analysis/3sJQGz6WX2YIBaHsH3bRMq,224528,4
1879,0.416,0.319,9,-13.886,1,0.0321,0.518,0.00183,0.144,0.115,83.246,audio_features,6vXBhZm9Yv8CvYX9ukLNz8,spotify:track:6vXBhZm9Yv8CvYX9ukLNz8,https://api.spotify.com/v1/tracks/6vXBhZm9Yv8CvYX9ukLNz8,https://api.spotify.com/v1/audio-analysis/6vXBhZm9Yv8CvYX9ukLNz8,290187,4
1880,0.374,0.697,9,-6.544,1,0.0637,0.411,0.211,0.122,0.244,87.96,audio_features,7nns9KjsadA1Cx7as2eGNG,spotify:track:7nns9KjsadA1Cx7as2eGNG,https://api.spotify.com/v1/tracks/7nns9KjsadA1Cx7as2eGNG,https://api.spotify.com/v1/audio-analysis/7nns9KjsadA1Cx7as2eGNG,276437,4
1881,0.185,0.264,2,-9.29,0,0.0333,0.94,3.13e-05,0.0871,0.0576,72.902,audio_features,3jt1ZVIuluGkV0sWWLSUzw,spotify:track:3jt1ZVIuluGkV0sWWLSUzw,https://api.spotify.com/v1/tracks/3jt1ZVIuluGkV0sWWLSUzw,https://api.spotify.com/v1/audio-analysis/3jt1ZVIuluGkV0sWWLSUzw,273467,4
1882,0.698,0.542,2,-4.317,1,0.131,0.132,0.00117,0.199,0.664,140.096,audio_features,47wq2z7KMHDRnoSMdZODUA,spotify:track:47wq2z7KMHDRnoSMdZODUA,https://api.spotify.com/v1/tracks/47wq2z7KMHDRnoSMdZODUA,https://api.spotify.com/v1/audio-analysis/47wq2z7KMHDRnoSMdZODUA,165391,4
1883,0.626,0.243,7,-15.026,1,0.0385,0.782,0.000541,0.0905,0.352,75.029,audio_features,1RPFnPCvtBc46BFVOnzmPx,spotify:track:1RPFnPCvtBc46BFVOnzmPx,https://api.spotify.com/v1/tracks/1RPFnPCvtBc46BFVOnzmPx,https://api.spotify.com/v1/audio-analysis/1RPFnPCvtBc46BFVOnzmPx,233773,3
1884,0.691,0.762,8,-6.084,0,0.226,0.278,0.0,0.25,0.42,112.951,audio_features,6flhrkPIIqB0zU8j2T2yyc,spotify:track:6flhrkPIIqB0zU8j2T2yyc,https://api.spotify.com/v1/tracks/6flhrkPIIqB0zU8j2T2yyc,https://api.spotify.com/v1/audio-analysis/6flhrkPIIqB0zU8j2T2yyc,196835,4
1885,0.294,0.121,0,-14.251,1,0.0326,0.941,0.00412,0.108,0.0375,137.49,audio_features,5pSQNeNXnvYJIzngFBMDim,spotify:track:5pSQNeNXnvYJIzngFBMDim,https://api.spotify.com/v1/tracks/5pSQNeNXnvYJIzngFBMDim,https://api.spotify.com/v1/audio-analysis/5pSQNeNXnvYJIzngFBMDim,267654,4
1886,0.19,0.703,7,-7.219,1,0.0345,0.0583,0.0261,0.129,0.352,107.807,audio_features,0KYOthr76o5GlmYLEfp9OX,spotify:track:0KYOthr76o5GlmYLEfp9OX,https://api.spotify.com/v1/tracks/0KYOthr76o5GlmYLEfp9OX,https://api.spotify.com/v1/audio-analysis/0KYOthr76o5GlmYLEfp9OX,413172,4
1887,0.507,0.737,7,-6.332,1,0.0624,0.15,0.159,0.122,0.441,128.015,audio_features,0szSOfZVM3G5mWI1ogQjr7,spotify:track:0szSOfZVM3G5mWI1ogQjr7,https://api.spotify.com/v1/tracks/0szSOfZVM3G5mWI1ogQjr7,https://api.spotify.com/v1/audio-analysis/0szSOfZVM3G5mWI1ogQjr7,262107,4
1888,0.4,0.101,5,-14.425,1,0.039,0.93,5.05e-06,0.104,0.0629,95.05,audio_features,2l6aKj7mOu8MyYX4yFtlZ8,spotify:track:2l6aKj7mOu8MyYX4yFtlZ8,https://api.spotify.com/v1/tracks/2l6aKj7mOu8MyYX4yFtlZ8,https://api.spotify.com/v1/audio-analysis/2l6aKj7mOu8MyYX4yFtlZ8,330107,4
1889,0.543,0.868,11,-4.581,0,0.037,0.112,0.0226,0.356,0.649,120.018,audio_features,72EIWFWM88oEnIgxQEoqQz,spotify:track:72EIWFWM88oEnIgxQEoqQz,https://api.spotify.com/v1/tracks/72EIWFWM88oEnIgxQEoqQz,https://api.spotify.com/v1/audio-analysis/72EIWFWM88oEnIgxQEoqQz,379853,4
1890,0.549,0.883,7,-5.525,1,0.0346,0.0423,1.31e-05,0.323,0.668,83.994,audio_features,3YZ5TNGA10oTLaADq4zuNV,spotify:track:3YZ5TNGA10oTLaADq4zuNV,https://api.spotify.com/v1/tracks/3YZ5TNGA10oTLaADq4zuNV,https://api.spotify.com/v1/audio-analysis/3YZ5TNGA10oTLaADq4zuNV,188293,4
1891,0.623,0.132,0,-13.668,1,0.035,0.893,0.0,0.217,0.266,82.105,audio_features,1uxm47Qn1JhUWZHQfcY6w1,spotify:track:1uxm47Qn1JhUWZHQfcY6w1,https://api.spotify.com/v1/tracks/1uxm47Qn1JhUWZHQfcY6w1,https://api.spotify.com/v1/audio-analysis/1uxm47Qn1JhUWZHQfcY6w1,193537,4
1892,0.731,0.804,1,-5.235,1,0.245,0.0826,0.0,0.145,0.611,166.158,audio_features,7mgszK6XFiihnQ7kfrie8N,spotify:track:7mgszK6XFiihnQ7kfrie8N,https://api.spotify.com/v1/tracks/7mgszK6XFiihnQ7kfrie8N,https://api.spotify.com/v1/audio-analysis/7mgszK6XFiihnQ7kfrie8N,207315,4
1893,0.427,0.127,7,-12.731,1,0.0419,0.964,1.92e-06,0.109,0.259,76.357,audio_features,1ITmQCb2v9dRppSxruOb2q,spotify:track:1ITmQCb2v9dRppSxruOb2q,https://api.spotify.com/v1/tracks/1ITmQCb2v9dRppSxruOb2q,https://api.spotify.com/v1/audio-analysis/1ITmQCb2v9dRppSxruOb2q,250573,4
1894,0.742,0.75,1,-5.727,0,0.21,0.302,3.09e-06,0.149,0.821,89.493,audio_features,78ruX5coF67SqLB9uRnfze,spotify:track:78ruX5coF67SqLB9uRnfze,https://api.spotify.com/v1/tracks/78ruX5coF67SqLB9uRnfze,https://api.spotify.com/v1/audio-analysis/78ruX5coF67SqLB9uRnfze,220109,4
1895,0.313,0.321,8,-8.713,1,0.0352,0.746,0.0,0.0948,0.244,53.845,audio_features,37bc0lXXN8Udi7IPwL58Hn,spotify:track:37bc0lXXN8Udi7IPwL58Hn,https://api.spotify.com/v1/tracks/37bc0lXXN8Udi7IPwL58Hn,https://api.spotify.com/v1/audio-analysis/37bc0lXXN8Udi7IPwL58Hn,222250,4
1896,0.356,0.43,0,-6.754,1,0.0346,0.409,0.0,0.11,0.165,73.023,audio_features,5LN736t27w3aH0lSAMX4nD,spotify:track:5LN736t27w3aH0lSAMX4nD,https://api.spotify.com/v1/tracks/5LN736t27w3aH0lSAMX4nD,https://api.spotify.com/v1/audio-analysis/5LN736t27w3aH0lSAMX4nD,226907,4
1897,0.817,0.524,4,-8.098,1,0.0749,0.677,0.000251,0.0932,0.764,114.128,audio_features,2NM15QecEF0GKHwQwvRQnR,spotify:track:2NM15QecEF0GKHwQwvRQnR,https://api.spotify.com/v1/tracks/2NM15QecEF0GKHwQwvRQnR,https://api.spotify.com/v1/audio-analysis/2NM15QecEF0GKHwQwvRQnR,172733,4
1898,0.475,0.068,0,-20.032,1,0.0319,0.893,0.00216,0.105,0.266,95.165,audio_features,5DoGwwQAlYumpSSlDNMOwY,spotify:track:5DoGwwQAlYumpSSlDNMOwY,https://api.spotify.com/v1/tracks/5DoGwwQAlYumpSSlDNMOwY,https://api.spotify.com/v1/audio-analysis/5DoGwwQAlYumpSSlDNMOwY,192421,3
1899,0.485,0.53,1,-6.374,1,0.0278,0.494,5.01e-05,0.124,0.142,151.191,audio_features,0dR5Oi45RyyOWv6yyG3iHF,spotify:track:0dR5Oi45RyyOWv6yyG3iHF,https://api.spotify.com/v1/tracks/0dR5Oi45RyyOWv6yyG3iHF,https://api.spotify.com/v1/audio-analysis/0dR5Oi45RyyOWv6yyG3iHF,197733,3
1900,0.643,0.436,1,-12.245,1,0.0273,0.724,0.459,0.11,0.422,91.485,audio_features,53iFMaNUXn6Oj8hUIKSO5a,spotify:track:53iFMaNUXn6Oj8hUIKSO5a,https://api.spotify.com/v1/tracks/53iFMaNUXn6Oj8hUIKSO5a,https://api.spotify.com/v1/audio-analysis/53iFMaNUXn6Oj8hUIKSO5a,200800,4
1901,0.57,0.473,0,-7.53,1,0.331,0.0691,0.0,0.108,0.266,165.961,audio_features,66bVLKIOwOHbHcnO7nLKpL,spotify:track:66bVLKIOwOHbHcnO7nLKpL,https://api.spotify.com/v1/tracks/66bVLKIOwOHbHcnO7nLKpL,https://api.spotify.com/v1/audio-analysis/66bVLKIOwOHbHcnO7nLKpL,219376,4
1902,0.689,0.586,6,-7.61,1,0.107,0.241,0.0,0.356,0.611,93.02,audio_features,2QWP8NYYplOqEFBYGCcq0S,spotify:track:2QWP8NYYplOqEFBYGCcq0S,https://api.spotify.com/v1/tracks/2QWP8NYYplOqEFBYGCcq0S,https://api.spotify.com/v1/audio-analysis/2QWP8NYYplOqEFBYGCcq0S,209347,4
1903,0.502,0.902,0,-3.166,1,0.0674,0.037,9.08e-05,0.532,0.359,137.899,audio_features,2uR9zr2YbupRkVZ48eeRVx,spotify:track:2uR9zr2YbupRkVZ48eeRVx,https://api.spotify.com/v1/tracks/2uR9zr2YbupRkVZ48eeRVx,https://api.spotify.com/v1/audio-analysis/2uR9zr2YbupRkVZ48eeRVx,234560,4
1904,0.418,0.211,7,-15.662,1,0.0455,0.917,0.0,0.15,0.443,157.255,audio_features,3nluW0s91ld5iOjW9kE5Kg,spotify:track:3nluW0s91ld5iOjW9kE5Kg,https://api.spotify.com/v1/tracks/3nluW0s91ld5iOjW9kE5Kg,https://api.spotify.com/v1/audio-analysis/3nluW0s91ld5iOjW9kE5Kg,184850,4
1905,0.531,0.116,6,-11.157,1,0.0548,0.934,0.0,0.0981,0.176,117.469,audio_features,4izE25w6PfpI4eRmzUmeEH,spotify:track:4izE25w6PfpI4eRmzUmeEH,https://api.spotify.com/v1/tracks/4izE25w6PfpI4eRmzUmeEH,https://api.spotify.com/v1/audio-analysis/4izE25w6PfpI4eRmzUmeEH,154859,3
1906,0.624,0.179,5,-13.273,1,0.0373,0.896,1.92e-05,0.118,0.238,117.572,audio_features,0Dv23k5ErS9XO9U2BYRI0F,spotify:track:0Dv23k5ErS9XO9U2BYRI0F,https://api.spotify.com/v1/tracks/0Dv23k5ErS9XO9U2BYRI0F,https://api.spotify.com/v1/audio-analysis/0Dv23k5ErS9XO9U2BYRI0F,162667,3
1907,0.373,0.17,7,-10.911,1,0.0373,0.964,0.0,0.0858,0.221,172.241,audio_features,5JX11rWObF2DpfNQRw8tCD,spotify:track:5JX11rWObF2DpfNQRw8tCD,https://api.spotify.com/v1/tracks/5JX11rWObF2DpfNQRw8tCD,https://api.spotify.com/v1/audio-analysis/5JX11rWObF2DpfNQRw8tCD,189621,4
1908,0.652,0.711,10,-5.215,1,0.0373,0.123,0.0,0.161,0.701,67.085,audio_features,5Y0VZ9KaZMRgQ8uLCtCmbm,spotify:track:5Y0VZ9KaZMRgQ8uLCtCmbm,https://api.spotify.com/v1/tracks/5Y0VZ9KaZMRgQ8uLCtCmbm,https://api.spotify.com/v1/audio-analysis/5Y0VZ9KaZMRgQ8uLCtCmbm,214560,4
1909,0.431,0.312,3,-6.483,1,0.0322,0.887,0.0,0.124,0.279,132.593,audio_features,7goa2oseuN5Vo06MocroMQ,spotify:track:7goa2oseuN5Vo06MocroMQ,https://api.spotify.com/v1/tracks/7goa2oseuN5Vo06MocroMQ,https://api.spotify.com/v1/audio-analysis/7goa2oseuN5Vo06MocroMQ,213600,4
1910,0.703,0.643,7,-5.544,1,0.0706,0.192,0.0,0.143,0.528,102.059,audio_features,0CJvDUBeEL1Rmpx7MH28CQ,spotify:track:0CJvDUBeEL1Rmpx7MH28CQ,https://api.spotify.com/v1/tracks/0CJvDUBeEL1Rmpx7MH28CQ,https://api.spotify.com/v1/audio-analysis/0CJvDUBeEL1Rmpx7MH28CQ,203547,4
1911,0.583,0.122,3,-14.152,1,0.0373,0.779,0.0,0.132,0.442,119.644,audio_features,5V8SlpvbobWGZCMUMn0yk2,spotify:track:5V8SlpvbobWGZCMUMn0yk2,https://api.spotify.com/v1/tracks/5V8SlpvbobWGZCMUMn0yk2,https://api.spotify.com/v1/audio-analysis/5V8SlpvbobWGZCMUMn0yk2,112125,4
1912,0.63,0.235,2,-12.807,1,0.0325,0.73,0.00935,0.109,0.239,100.877,audio_features,5t3ZGxzqyS79oP7rpFfPio,spotify:track:5t3ZGxzqyS79oP7rpFfPio,https://api.spotify.com/v1/tracks/5t3ZGxzqyS79oP7rpFfPio,https://api.spotify.com/v1/audio-analysis/5t3ZGxzqyS79oP7rpFfPio,354522,4
1913,0.656,0.37,0,-7.915,1,0.0302,0.765,0.000638,0.0985,0.346,83.949,audio_features,0xf9XvTqzMSqqN7Vpqybsd,spotify:track:0xf9XvTqzMSqqN7Vpqybsd,https://api.spotify.com/v1/tracks/0xf9XvTqzMSqqN7Vpqybsd,https://api.spotify.com/v1/audio-analysis/0xf9XvTqzMSqqN7Vpqybsd,269333,4
1914,0.599,0.67,2,-5.889,1,0.0321,0.0111,0.0,0.181,0.366,129.879,audio_features,5jJXjQcZUdL7sj3hCW4LrJ,spotify:track:5jJXjQcZUdL7sj3hCW4LrJ,https://api.spotify.com/v1/tracks/5jJXjQcZUdL7sj3hCW4LrJ,https://api.spotify.com/v1/audio-analysis/5jJXjQcZUdL7sj3hCW4LrJ,258267,4
1915,0.271,0.0937,0,-15.035,1,0.0367,0.939,0.0,0.108,0.147,164.721,audio_features,24UxG3p1Ghtc5ejJtGBoeL,spotify:track:24UxG3p1Ghtc5ejJtGBoeL,https://api.spotify.com/v1/tracks/24UxG3p1Ghtc5ejJtGBoeL,https://api.spotify.com/v1/audio-analysis/24UxG3p1Ghtc5ejJtGBoeL,211625,5
1916,0.615,0.776,8,-5.481,1,0.0358,0.0441,3.36e-05,0.0828,0.626,137.11,audio_features,5fwCxKVai3LszSWFZ9AyA8,spotify:track:5fwCxKVai3LszSWFZ9AyA8,https://api.spotify.com/v1/tracks/5fwCxKVai3LszSWFZ9AyA8,https://api.spotify.com/v1/audio-analysis/5fwCxKVai3LszSWFZ9AyA8,219813,4
1917,0.49,0.113,2,-8.93,1,0.0356,0.956,3.34e-05,0.077,0.274,138.924,audio_features,7uFFGrqfD3KOdG6AgJ7Z7y,spotify:track:7uFFGrqfD3KOdG6AgJ7Z7y,https://api.spotify.com/v1/tracks/7uFFGrqfD3KOdG6AgJ7Z7y,https://api.spotify.com/v1/audio-analysis/7uFFGrqfD3KOdG6AgJ7Z7y,167381,4
1918,0.593,0.898,0,-4.054,0,0.0616,0.0476,0.000227,0.0906,0.756,120.019,audio_features,4ggbSF8UUSSO0wM5SockJ2,spotify:track:4ggbSF8UUSSO0wM5SockJ2,https://api.spotify.com/v1/tracks/4ggbSF8UUSSO0wM5SockJ2,https://api.spotify.com/v1/audio-analysis/4ggbSF8UUSSO0wM5SockJ2,199640,4
1919,0.802,0.398,7,-9.404,1,0.096,0.621,0.0562,0.0758,0.421,96.023,audio_features,5QelHPHLcPXZpdTInaSJk6,spotify:track:5QelHPHLcPXZpdTInaSJk6,https://api.spotify.com/v1/tracks/5QelHPHLcPXZpdTInaSJk6,https://api.spotify.com/v1/audio-analysis/5QelHPHLcPXZpdTInaSJk6,249493,4
1920,0.653,0.445,10,-13.843,0,0.0353,0.889,0.317,0.103,0.563,98.044,audio_features,0px8acghPxrLMXXGaS6Mwe,spotify:track:0px8acghPxrLMXXGaS6Mwe,https://api.spotify.com/v1/tracks/0px8acghPxrLMXXGaS6Mwe,https://api.spotify.com/v1/audio-analysis/0px8acghPxrLMXXGaS6Mwe,275693,4
1921,0.444,0.143,0,-11.449,1,0.0302,0.925,6.92e-05,0.118,0.132,100.341,audio_features,14UvqLsdqw2dsmVkmTYptE,spotify:track:14UvqLsdqw2dsmVkmTYptE,https://api.spotify.com/v1/tracks/14UvqLsdqw2dsmVkmTYptE,https://api.spotify.com/v1/audio-analysis/14UvqLsdqw2dsmVkmTYptE,188355,3
1922,0.603,0.937,6,-2.988,1,0.0447,0.00726,5.59e-06,0.105,0.771,108.987,audio_features,17AtR2mHWKdDXCPUFydJKL,spotify:track:17AtR2mHWKdDXCPUFydJKL,https://api.spotify.com/v1/tracks/17AtR2mHWKdDXCPUFydJKL,https://api.spotify.com/v1/audio-analysis/17AtR2mHWKdDXCPUFydJKL,210267,4
1923,0.622,0.66,8,-7.26,1,0.0371,0.454,0.0,0.0991,0.545,115.138,audio_features,5VxhB7hzV7rAR8YSjYPL8c,spotify:track:5VxhB7hzV7rAR8YSjYPL8c,https://api.spotify.com/v1/tracks/5VxhB7hzV7rAR8YSjYPL8c,https://api.spotify.com/v1/audio-analysis/5VxhB7hzV7rAR8YSjYPL8c,237694,4
1924,0.533,0.35,4,-8.802,1,0.0255,0.238,0.0,0.0894,0.281,100.595,audio_features,09gtDKL49tnLXMwN68D7JO,spotify:track:09gtDKL49tnLXMwN68D7JO,https://api.spotify.com/v1/tracks/09gtDKL49tnLXMwN68D7JO,https://api.spotify.com/v1/audio-analysis/09gtDKL49tnLXMwN68D7JO,262187,4
1925,0.391,0.392,9,-14.783,1,0.033,0.722,9.94e-05,0.0983,0.155,144.014,audio_features,6TbOgR6jpuqkjAmgs4hdFL,spotify:track:6TbOgR6jpuqkjAmgs4hdFL,https://api.spotify.com/v1/tracks/6TbOgR6jpuqkjAmgs4hdFL,https://api.spotify.com/v1/audio-analysis/6TbOgR6jpuqkjAmgs4hdFL,185010,4
1926,0.694,0.472,8,-8.62,1,0.0281,0.41,0.0,0.233,0.467,95.002,audio_features,33SH8ZC36EzoRstHbaFE72,spotify:track:33SH8ZC36EzoRstHbaFE72,https://api.spotify.com/v1/tracks/33SH8ZC36EzoRstHbaFE72,https://api.spotify.com/v1/audio-analysis/33SH8ZC36EzoRstHbaFE72,244189,4
1927,0.373,0.331,6,-10.636,1,0.0484,0.832,1.89e-05,0.103,0.147,75.806,audio_features,6WpuEHo213DdSH99AT68UK,spotify:track:6WpuEHo213DdSH99AT68UK,https://api.spotify.com/v1/tracks/6WpuEHo213DdSH99AT68UK,https://api.spotify.com/v1/audio-analysis/6WpuEHo213DdSH99AT68UK,191120,4
1928,0.381,0.721,0,-1.859,0,0.0381,0.206,0.0,0.0913,0.678,90.587,audio_features,3fb8bUShqvr7Vl0gkWsQPj,spotify:track:3fb8bUShqvr7Vl0gkWsQPj,https://api.spotify.com/v1/tracks/3fb8bUShqvr7Vl0gkWsQPj,https://api.spotify.com/v1/audio-analysis/3fb8bUShqvr7Vl0gkWsQPj,205747,5
1929,0.644,0.581,6,-5.677,0,0.0418,0.0314,0.0,0.124,0.266,99.069,audio_features,5dYaElq0nua2omNCimEapq,spotify:track:5dYaElq0nua2omNCimEapq,https://api.spotify.com/v1/tracks/5dYaElq0nua2omNCimEapq,https://api.spotify.com/v1/audio-analysis/5dYaElq0nua2omNCimEapq,201787,3
